Indicator,Definition,Notes,Disclosure
Benchmarked inference,Is the compute and time required for model inference disclosed for a clearly-specified task on clearly-specified hardware?,The duration should be reported in seconds to a precision of one significant figure (e.g. 0.002 seconds). Compute usage for inference should be reported in FLOPs/second to a precision of one significant figure (e.g. 5 x 10^21 FLOPs/second). The hardware in this evaluation need not be the hardware the developer uses for inference. The developer can report this figure over some known or public dataset.,No information provided
Researcher credits,Is a protocol for granting external entities API credits for the model disclosed?,"A model credit access protocol refers to the steps, requirements, and considerations involved in granting credits to external entities. We will award this point if the developer discloses key details of its protocol, including (i) where external entities can request access to credits (e.g. via an access request form); (ii) explicit criteria for selecting external entities; and (iii) its policy on granting a transparent decision on whether access has been granted within a specified, reasonable period of time. Additionally, we will award a point if the developer discloses that it does not grant external entities API credits.",Overarching researcher programs with universities are described for Alibaba Cloud but not specifically for researcher credits in relation to Alibaba models like Qwen 3.
Specialized access,Does the developer disclose if it provides specialized access to the model?,"Specialized access could include several categories, such as early access, subsidized access, or deeper access (e.g., to model weights or checkpoints, that are not publicly available). We will award this point if the developer discloses (i) if it provides specialized access and (ii) statistics on the number of users granted access across academia, industry, non-profits, and governments, to one significant figure.",No information provided
Open weights,Are the model's weights openly released?,"To receive this point, model weights need to be publicly available at no cost. Developers may receive this point even if there are some restrictions on the external entities that are permitted access (e.g. geographic restrictions), insofar as these restrictions are transparent (e.g. via a license or some high-level description of who has been granted access to the foundation model).",Model weights are available on Huggingface: https://huggingface.co/Qwen/Qwen3-235B-A22B
Agent Protocols,Are the agent protocols supported for the model disclosed?,"Agent protocols are specifications that define how autonomous agents exchange messages, context, or function calls with other agents, tools, or services (e.g., Anthropic’s Model Context Protocol (MCP) and Google’s Agent‑to‑Agent (A2A) spec). To earn this point, documentation must enumerate each protocol and describe any deviations or proprietary extensions. ","We support MCP for agents built with Qwen3-32B and 235B-A22B

""For tool use capabilities, we recommend taking a look at Qwen-Agent, which provides a wrapper around these APIs to support tool use or function calling with MCP support. Tool use with Qwen3 can also be conducted with SGLang, vLLM, Transformers, llama.cpp, Ollama, etc. Follow guides in our documentation to see how to enable the support.

https://github.com/QwenLM/Qwen-Agent/blob/main/examples/assistant_qwen3.py
'model': 'qwen3-235b-a22b'
'model': 'Qwen/Qwen3-32B'"""
Capabilities taxonomy,Are the specific capabilities or tasks that were optimized for during post-training disclosed?,"Capabilities refer to the specific and distinctive functions that the model can perform. We recognize that different developers may use different terminology for capabilities, or conceptualize capabilities differently. We will award this point for a list of capabilities specifically optimized for in the post-training phase of the model, even if some of the capabilities are not reflected in the final model.","- Reasoning
- Controllability of reasoning
- Format following
- Preference alignment
- Agent ability (tool-use)
- Abilities for specialized scenarios (e.g., RAG)

""4.1 Long-CoT Cold Start
The objective at this stage is to instill foundational reasoning patterns in the model without
overly emphasizing immediate reasoning performance.

4.2 Reasoning RL

4.3 Thinking Mode Fusion
The goal of the Thinking Mode Fusion stage is to integrate the “non-thinking” capabilities into the previously developed “thinking” model. This approach allows developers to manage and control reasoning behaviors, while also reducing the cost and complexity of deploying separate models for thinking and non-thinking tasks.

4.4 General RL
These tasks specifically target enhancements in the following core capabilities:
instructions, including requirements related to content, format, length, and the use of structured output, delivering responses that align with user expectations.
• Format Following: In addition to explicit instructions, we expect the model to adhere to specific formatting conventions. For instance, it should respond appropriately to the /think and /no think flags by switching between thinking and non-thinking modes, and consistently use
designated tokens (e.g., <think> and </think>) to separate the thinking and response parts in
the final output.
• Preference Alignment: For open-ended queries, preference alignment focuses on improving the
model’s helpfulness, engagement, and style, ultimately delivering a more natural and satisfying
user experience.
• Agent Ability: This involves training the model to correctly invoke tools via designated interfaces.
During the RL rollout, the model is allowed to perform complete multi-turn interaction cycles
with real environment execution feedback, thereby improving its performance and stability in
long-horizon decision-making tasks.
• Abilities for Specialized Scenarios: In more specialized scenarios, we design tasks tailored to the
specific context. For example, in Retrieval-Augmented Generation (RAG) tasks, we incorporate
reward signals to guide the model toward generating accurate and contextually appropriate
responses, thereby minimizing the risk of hallucination."""
Capabilities evaluation,Does the developer evaluate the model's capabilities prior to its release and disclose them concurrent with release?,"The evaluations must contain precise quantifications of the model's behavior in relation to the capabilities specified in the capabilities taxonomy. We will award this point for any clear, but potentially incomplete, evaluation of multiple capabilities.","- Reasoning: MATH-500, ZebraLogic
- Controlability of reasoning: ThinkFollow
- Format following: IFEval, Multi-IF, LengthControl, ThinkFollow
- Preference alignment: Arena-Hard, AlignBench v1.1
- Agent ability (tool-use): BFCL, ToolUse

""General Tasks: We utilize benchmarks including MMLU-Redux (Gema et al., 2024), GPQADiamond (Rein et al., 2023), C-Eval (Huang et al., 2023), and LiveBench (2024-11-25) (White et al.,
2024). For GPQA-Diamond, we sample 10 times for each query and report the averaged accuracy.
• Alignment Tasks: To evaluate how well the model aligns with human preferences, we employ
a suite of specialized benchmarks. For instruction-following performance, we report the strictprompt accuracy of IFEval (Zhou et al., 2023). To assess alignment with human preferences on
general topics, we utilize Arena-Hard (Li et al., 2024) and AlignBench v1.1 (Liu et al., 2023b). For
writing tasks, we rely on Creative Writing V3 (Paech, 2024) and WritingBench (Wu et al., 2025) to
evaluate the model’s proficiency and creativity.
• Math & Text Reasoning: For evaluating mathematical and logical reasoning skills, we employ
high-level math benchmarks including MATH-500 (Lightman et al., 2023), AIME’24 and AIME’25
(AIME, 2025), and text reasoning tasks including ZebraLogic (Lin et al., 2025) and AutoLogi
(Zhu et al., 2025). For AIME problems, each year’s questions include Part I and Part II, totaling
30 questions. For each question, we sample 64 times and take the average accuracy as the final
score.
• Agent & Coding: To test the model’s proficiency in coding and agent-based tasks, we use BFCL
v3 (Yan et al., 2024), LiveCodeBench (v5, 2024.10-2025.02) (Jain et al., 2024), and Codeforces
Ratings from CodeElo (Quan et al., 2025). For BFCL, all Qwen3 models are evaluated using the
FC format, and yarn was used to deploy the models to a context length of 64k for Multi-Turn
evaluation. Some baselines are derived from the BFCL leaderboard, taking the higher scores
between FC and Prompt formats. For models not reported on the leaderboard, the Prompt
formats are evaluated. For LiveCodeBench, for the non-thinking mode, we use the officially
recommended prompt, while for the thinking mode, we adjust the prompt template to allow
the model to think more freely, by removing the restriction You will not return anything
except for the program. To evaluate the performance gap between models and competitive
programming experts, we use CodeForces to calculate Elo ratings. In our benchmark, each
problem is solved by generating up to eight independent reasoning attempts.
• Multilingual Tasks: For multilingual capabilities, we evaluate four kinds of tasks: instruction
following, knowledge, mathematics, and logical reasoning. Instruction following is assessed
using Multi-IF (He et al., 2024), which focuses on 8 key languages. Knowledge assessment
consisted of two types: regional knowledge evaluated through INCLUDE (Romanou et al.,
2024), covering 44 languages, and general knowledge assessed with MMMLU (OpenAI, 2024)
across 14 languages, excluding the unoptimized Yoruba language; for these two benchmarks,
we sample only 10% of the original data to improve evaluation efficiency. The mathematics task
employ MT-AIME2024 (Son et al., 2025), encompassing 55 languages, and PolyMath (Wang et al.,
2025), which includes 18 languages. Logical reasoning is evaluated using MlogiQA, covering 10
languages, sourced from Zhang et al. (2024)."""
External reproducibility of capabilities evaluation,Are code and prompts that allow for an external reproduction of the evaluation of model capabilities disclosed?,"The released code and prompts need not be the same as what is used internally, but should allow the developer's results on all capability evaluations to be reproduced. The released code must be open source, following the OSI definition of open source.","The introduced benchmarks don't seem to be public, the other benchmarks have public prompts and/or code.

Not 100% clear that they use the same code for those benchmarks.

""To evaluate the effectiveness of Thinking Mode
Fusion and General Reinforcement Learning (RL) during the post-training, we conduct evaluations on
various stages of the Qwen-32B model. In addition to the datasets mentioned earlier, we introduce several
in-house benchmarks to monitor other capabilities. These benchmarks include:
• CounterFactQA: Contains counterfactual questions where the model needs to identify that the
questions are not factual and avoid generating hallucinatory answers.
• LengthCtrl: Includes creative writing tasks with length requirements; the final score is based on
the difference between the generated content length and the target length.
• ThinkFollow: Involves multi-turn dialogues with randomly inserted /think and /no think
flags to test whether the model can correctly switch thinking modes based on user queries.
• ToolUse: Evaluates the stability of the model in single-turn, multi-turn, and multi-step tool calling
processes. The score includes accuracy in intent recognition, format accuracy, and parameter
accuracy during the tool calling process."
Train-test overlap,Does the developer measure and disclose the overlap between the training set and the dataset used to evaluate model capabilities?,"We will award this point if, with every capability evaluation for which the developer reports results, the developer reports the overlap between the training set of the model and the dataset used for evaluation, as well as the general methodology for computing train-test overlap (e.g. a description of how n-gram matching was used). ","No information provided, though Alibaba did provide this information for Qwen-2"
Risks taxonomy,Are the risks considered when developing the model disclosed?,"Risks refer to possible negative consequences or undesirable outcomes that can arise from the model's deployment and usage. These consequences or outcomes may arise from model limitations (functions that the model cannot perform) or issues with the model's trustworthiness (e.g., its lack of robustness, reliability, calibration). We recognize that different developers may use different terminology for risks, or conceptualize risks differently. We will award this point for a complete list of risks considered, even if some of the risks are not reflected in the final model.",No information provided
Risks evaluation,Does the developer evaluate the model's risks prior to its release and disclose them concurrent with release?,The evaluations must contain precise quantifications of the model's behavior in relation to the risks specified in the risk taxonomy. We will award this point for clear evaluations of the majority of the states risks.,No information provided
External reproducibility of risks evaluation,Are code and prompts to allow for an external reproduction of the evaluation of model risks disclosed?,"The released code and prompts need not be the same as what is used internally, but should allow the developer's results on all risk evaluations to be reproduced. The released code must be open-source, following the OSI definition of open-source.",No information provided
Pre-deployment risk evaluation,Are the external entities have evaluated the model pre-deployment disclosed?,"By external entities, we mean entities that are significantly or fully independent of the developer. We will award this point if the developer specifies the entity that carried out the pre-deployment analysis, discloses the terms of the analysis (such as conditions for releasing the evaluation results or the developer's control over the final results), as well as any financial transaction between the parties. We will award this point if the developer discloses no external entities have evaluated the model pre-deployment, or discloses only terms of the analysis where it is not bound by NDA while still naming all external entities.",No information provided
External risk evaluation,Are the parties contracted to evaluated model risks disclosed?,"We will award this point if the developer discloses statistics regarding all contracted parties that are responsible for evaluating risks (not limited to external entities or pre-deployment evaluation). This includes the number of contracted for-profit or non-profit entities, government entities, independent contractors, and researchers contracted by the developer to evaluate risks. We will award this point if the developer discloses it has no such contracts.",No information provided
Mitigations taxonomy,Are the post-training mitigations implemented when developing the model disclosed?,"By post-training mitigations, we refer to interventions implemented by the developer during the post-training phase to reduce the likelihood and/or the severity of the model’s risks. We recognize that different developers may use different terminology for mitigations, or conceptualize mitigations differently. We will award this point for a complete list of mitigations considered, even if some of the mitigations are not reflected in the final model. Alternatively, we will award this point if the developer reports that it does not mitigate risk in this way.",No information provided
Mitigations taxonomy mapped to risk taxonomy,Does the developer disclose how the post-training mitigations map onto the taxonomy of risks?,"We will award this point for a complete mapping of the primary risk that each mitigation is meant to address, even if the mitigation potentially maps on to other risks in the taxonomy. Alternatively, we will award this point if the developer reports that it does not mitigate risk.",No information provided
Mitigations efficacy,Does the developer evaluate and disclose the impact of post-training mitigations?,"We will award this point if the developer discloses the results on the risk evaluations before and after the post-training mitigations are applied. Alternatively, we will award this point if the developer reports that it does not mitigate risk in this way.",No information provided
External reproducibility of mitigations evaluation,Are code and prompts to allow for an external reproduction of the evaluation of post-training mitigations disclosed?,"The released code and prompts need not be the same as what is used internally, but should allow the developer's results on all mitigations evaluations to be reproduced. The released code must be open-source, following the OSI definition of open-source. Alternatively, we will award this point if the developer reports that it does not mitigate risk.",No information provided
Model theft prevention measures,Does the developer disclose the security measures used to prevent unauthorized copying (“theft”) or unauthorized public release of the model weights?,"This indicator assesses the developer's disclosures regarding how it addresses the risk that malicious actors or insiders could exfiltrate or replicate proprietary weights. Security measures could include insider threat analysis and detection, in addition to external threat management. Examples of such measures include encryption at rest, key management, remote attestation, or auditing for suspicious queries. We will award a point if the developer discloses specific steps taken to safeguard the model weights or that none are implemented.",No information provided
Release stages,Are the stages of the model's release disclosed?,"Release stages include A/B testing, release on a user-facing product, GA release, open-weight release, etc.  We recognize that the release of a foundation model falls along a spectrum, with many forms of partial release, and that different developers may conceptualize release differently. We will award a point if the developer provides a clear identification of the stages through which the model was released.",No information provided
Risk thresholds,Are risk thresholds disclosed?,"Risk thresholds determine when a risk level is unacceptably high to a developer (e.g. leading to the decision to not release a model), moderately high (e.g. triggering additional safety screening), or low enough to permit normal usage.

We will award this point if the developer discloses explicit risk thresholds that clarify (i) which harmful outcomes are being scored, (ii) how the scores are computed (in general terms, not necessarily disclosing internal algorithms), and (iii) what triggers an action to block, delay, or otherwise modify a model's release. 

Alternatively, we will award a point if the developer discloses that it does not consider explicit risk thresholds during model release. ",No information provided
Versioning protocol,Is there a disclosed protocol for versioning and deprecation of the model?,"We will award a point if the developer discloses how model versions are labeled, updated, deprecated, and communicated to users.","""To optimize resource utilization and ensure you can use the latest and best models, Model Studio deprecates historical models based on model iteration and upgrades from time to time.

Notification
Timeline
Snapshot models (model names with specific date identifiers, such as qwen-max-2025-01-25) will send deprecation notices 30 days before the deprecation date.

Main models (core versions of a model series) will send deprecation notices 3 months before the deprecation date.

Methods
Through emails, internal messages, and announcements on the official website.

Only users who have called the to-be-deprecated models within the last 3 months will receive the emails and internal messages."""
Change log,Is there a disclosed change log for the model?,"We will award a point if the developer publishes a version-by-version record of new features, fixes, or performance improvements.",Alibaba maintains a changelog via its GitHub page and documentation pages for Qwen-3
Foundation model roadmap,"Is a forward-looking roadmap for upcoming models, features, or products disclosed?","A foundation model roadmap is a transparent statement about how the developer intends to evolve or expand its LLM offerings, including upcoming models, major feature releases, or expanded products based on the model, along with approximate timelines or version milestones. It can be high-level (e.g., “new model Q2 2025”), but must exist publicly.","QwQ-Max-Preview blog post mentions official open-source release of QwQ-Max under Apache 2.0 License planned (URL: https://qwenlm.github.io/blog/qwq-max-preview/)
Planned release of dedicated APP for Qwen Chat with real-time responsiveness and productivity tool integration (URL: https://qwenlm.github.io/blog/qwq-max-preview/)
Planned release of smaller QwQ variants like QwQ-32B for local device deployment (URL: https://qwenlm.github.io/blog/qwq-max-preview/)
QwQ-32B already released in March 2025 as part of roadmap execution (URL: https://qwenlm.github.io/blog/qwq-32b/)
Alibaba's $53 billion investment over next three years for cloud computing and AI infrastructure advancement (URL: https://www.alibabacloud.com/blog/alibaba-cloud-strengthens-ai-capabilities-with-innovations-for-international-customers_602126)
API access for Qwen3 models will soon be available through Alibaba's AI model development platform Model Studio (URL: https://www.alibabacloud.com/press-room/alibaba-introduces-qwen3-setting-new-benchmark)"
Top distribution channels,Are the top-5 distribution channels for the model disclosed?,"We define distribution channels to be either an API provider (a pathway by which users can query the model with inputs and receive outputs) or a model distributor (a pathway by which model weights are released). We recognize that distribution channels may arise without the knowledge of the model developer. For example, the weights of a model may be released through one distribution channel and then be distributed through other channels.

Distribution channels can be ranked by any reasonable metric (e.g., number of queries, number of downloads, number of users, revenue). A description of the metric should be provided.

API providers and model distributors may be ranked separately using different metrics as long as the total number of distribution channels equals five (if five distribution channels exist). For example, the developer may choose to disclose the top-3 API providers (ranked by the number of queries) and the top-2 model distributors (ranked by the number of downloads).","Model weights are distributed through HuggingFace and ModelScope

API access is provided through Alibaba Cloud (Model Studio)"
Quantization,Is the quantization of the model served to customers in the top-5 distribution channels disclosed?,We will award this point for a disclosure of the model precision in each of the top-5 distribution channels. ,"Model weights are provided at a variety of quantization levels (e.g., bf16, fp8) on HuggingFace, ModelScope, and Kaggle"
Terms of use,Are the terms of use of the model disclosed?,"We define terms of use to include terms of service and model licenses. We will award this point for a pointer to the terms of service or model license.

In the event that model's licenses are written more generally, it should be clear which assets they apply to. We recognize that different developers may adopt different business models and therefore have different types of model licenses. Examples of model licenses include responsible AI licenses, open-source licenses, and licenses that allow for commercial use.

Terms of service should be disclosed for each of the top-5 distribution channels. However, we will award this point if there are terms-of-service that appear to apply to the bulk of the model’s distribution channels.","Qwen Chat Terms of Service webpage

The model weights are released under the apache-2.0 license (on HF, ModelScope, and Kaggle)

Alibaba Cloud Model Studio Terms:
""4.48 Alibaba Cloud Model Studio

Alibaba Cloud may from time to time in its sole and absolute discretion make available the Model Studio services to you, relating to services for developing generative artificial intelligence (""AI"") models and applications, as described at Alibaba Cloud website (https://www.alibabacloud.com/) or via such other means as Alibaba Cloud may determine from time to time (""Model Studio"")."""
Distribution channels with usage data,What are the top-5 distribution channels for which the developer has usage data?,"We define distribution channels to be either an API provider (a pathway by which users can query the model with inputs and receive outputs) or a model distributor (a pathway by which model weights are released). We recognize that distribution channels may arise without the knowledge of the model developer. For example, the weights of a model may be released through one distribution channel and then be distributed through other channels. 

Distribution channels can be ranked by any reasonable metric (e.g., number of queries, number of downloads, number of users, revenue). A description of the metric should be provided.


We define usage data as any form of developer-exclusive data collected from any of a developer's distribution channel. A developer has access to usage data from a distribution channel if it is able to use that data for downstream purposes (e.g., analytics, training etc.). Usage data may be shared outside of the developer, but it is initially collected by the distribution channel and shared to the developer.","ModelScope distribution platform mentioned for Chinese users (URL: https://qwenlm.github.io/blog/qwen3/)
Alibaba Model Studio API access through DashScope (URL: https://www.alibabacloud.com/help/en/model-studio/use-qwen-by-calling-api)
Qwen Chat Web interface at chat.qwen.ai (URL: https://qwenlm.github.io/blog/qwen3/)
Qwen3 models available on Hugging Face with multiple format variants (URL: https://huggingface.co/Qwen/Qwen3-235B-A22B)"
Amount of usage,"For each of the top-5 distribution channels, how much usage is there?","Usage should be reported as the number of queries over the span of a month, reported to the precision of one significant figure (e.g., 50 million queries).","""The Qwen model family has attracted over 300 million downloads worldwide and developers have created more than 100,000 Qwen-based derivative models on Hugging Face (URL: https://www.alibabacloud.com/en/press-room/alibaba-introduces-qwen3-setting-new-benchmark)"""
Classification of usage data,"Is a representative, anonymized dataset classifying queries into usage categories disclosed?","Developers may either share a fully public dataset or a partially restricted dataset (e.g., under a research license). We will award this point if there is a clear, aggregated or sample dataset that reveals categories of tasks/queries.",No information provided.
Data retention and deletion policy,Is a policy for data retention and deletion disclosed?,"A data retention and deletion policy is a policy for removing particular data from the training set and/or preventing it from being used if there is a user or external request (e.g., “right to be forgotten”) that also covers internal data governance. This includes whether there is a formal process to delete or retract data from future training runs and how long raw data is retained. It also clarifies how quickly deletions propagate to the model (e.g., “only in subsequent major model releases”).",Alibaba Cloud general privacy policy mentions data retention for legitimate business needs (URL: https://www.alibabacloud.com/help/en/legal/latest/alibaba-cloud-international-website-privacy-policy)
Geographic statistics,"Across all forms of downstream use, are statistics of model usage across geographies disclosed?","We will award this point if there is a meaningful, though potentially incomplete or vague, disclosure of geographic usage statistics at the country-level.",No information provided.
Internal products and services,What are the top-5 internal products or services using the model?,"An internal product or service is a product or service built by the developer. Products or services can be ranked by any reasonable metric (e.g., number of users, queries, revenue). A description of the metric should be provided.","Qwen3 powers Alibaba's flagship AI super assistant application, Quark (URL: https://www.alibabacloud.com/en/press-room/alibaba-introduces-qwen3-setting-new-benchmark)"
External products and services,What are the top-5 external products or services using the model?,"An external product or service is a product or service built by a party external to the developer. Products or services can be ranked by any reasonable metric (e.g., number of users, queries, revenue). A description of the metric should be provided.

We will award a point if the developer discloses that that it does not have access to such metrics about external products or services.","DingTalk is equipped with an AI assistant powered by Alibaba Cloud's large model Tongyi Qianwen (URL: https://www.alibabacloud.com/blog/600404)
Taobao and Tmall Group uses Qwen for AI-driven innovations including Taobao Wenwen chatbot and Ali Xiaomi customer service assistant (URL: https://www.alibabacloud.com/blog/601285)
"
Users of internal products and services,How many monthly active users are there for each of the top-5 internal products or services using the model?,"An internal product or service is a product or service built by the developer. The number of users refers to users who engaged or interacted with the model through the internal product or service over the last month or averaged over the last X months (this should be specified). Number of users should be specified to one significant figure (e.g. 100,000).","Quark serves more than 200 million users in China (URL: https://www.alibabacloud.com/blog/alibaba-unveils-flagship-ai-super-assistant-application-quark_602058)
"
Consumer/enterprise usage,"Across all distribution channels for which the developer has usage data, what portion of usage is consumer versus enterprise?","Consumer usage refers to usage by individual consumers. Enterprise usage refers to usage by enterprise customers (including government use). Consumer and enterprise usage should be calculated in terms of the number of queries by or the amount of revenue from consumer or enterprise users. Percentages should be specified to two significant digits (e.g., 12% consumer, 88% enterprise).","Alibaba Cloud reported over 90,000 enterprise deployments of Qwen models through Model Studio (URL: https://www.alibabacloud.com/blog/alibaba-clouds-qwen-models-attract-over-90000-enterprise-adoptions-within-its-first-year_601130)
"
Enterprise users,"Across all distribution channels for which the developer has usage data, what are the top-5 enterprises that use the model?",Enterprises should be ranked by the number of queries made or the amount of revenue from usage since the model's release. We will also award this point if the developer indicates it does not have access to enterprise usage data.,"Specific enterprise examples mentioned: Xiaomi (integrated into Xiao Ai assistant), Perfect World Games (game development), AstraZeneca (adverse event summary system), eSignGlobal (Contract Lifecycle Management), ZKH (product recommendation) (URL: https://www.alibabacloud.com/blog/alibaba-clouds-qwen-models-attract-over-90000-enterprise-adoptions-within-its-first-year_601130)
"
Government use,What are the 5 largest government contracts for use of the model?,"This includes known government contracts of enterprise or government-specific products and services that use the model. We will award this point if the developer discloses its top five government contracts ranked monetary value, though the developer may omit contracts where it is under NDA regarding the existence of the contract.","Alibaba Cloud partnership with Sarawak Government (Malaysia) for digital public services using AI technologies (URL: https://www.alibabacloud.com/blog/alibaba-cloud-and-sains-expand-collaboration-to-enhance-sarawaks-digital-public-services-and-sustainability-initiatives-with-innovative-ai-powered-so_601327)
"
Benefits Assessment,Is an assessment of the benefits of deploying the model disclosed?,We will award this point for any quantitative assessment of the benefits or potential benefits of deploying the model.,No information provided.
AI bug bounty,Does the developer operate a public bug bounty or vulnerability reward program under which the model is in scope? ,"We will award this point for a publicly documented bug bounty or vulnerability reward program describing (i) in-scope vulnerabilities (e.g., prompt bypasses, data leaks), (ii) out-of-scope items, (iii) submission process, and (iv) reward tiers or recognition if applicable. We will award a point if the developer discloses it has no AI bug bounty that encourages external researchers to report security, privacy, or adversarial vulnerabilities in the model.",No information provided.
Responsible disclosure policy,Does the developer clearly define a process by which external parties can disclose model vulnerabilities or flaws? ,"We will award this point for a description of the process external parties can use for responsbly disclosing model vulnerabilities and flaws, which should include (i) what mechanism external parties can use to disclose vulnerabilities or flaws (e.g., a form, an email) and (ii) what process follows a disclosure (e.g., how much time must parties wait until public release). This is often included with a bug bounty, but can also be standalone. We will award a point if the developer discloses it has no responsible disclosure policy.",No information provided.
Safe harbor,Does the developer disclose its policy for legal action against external evaluators conducting good-faith research? ,"We will award this point if the developer discloses whether it has a policy committing it to not pursue legal action against external evaluators conducting good-faith research. This should not be only for software security vulnerabilities, but also AI flaws, and it should be based on researcher conduct standards, not at the sole discretion of the company. We will award this point if the developer provides a clear description of its policy regarding such protections for external researchers, or lack thereof. ",No information provided.
Security incident reporting protocol,Are major security incidents involving the model disclosed? ,"A security incident reporting protocol provides post-deployment transparency about serious incidents or breaches. Security incidents refer to incidents where external security threats affect the model (e.g., data breaches or DDoS attacks on the service). We will award this point if the developer states (i) how to submit a security incident report, (ii) how quickly it will respond, and (iii) when and whether results are disclosed.

Every incident need not be reported publicly, but the developer must disclose a policy determining how incidents are reported and disclosed.",No information provided.
Misuse incident reporting protocol,Are misuse incidents involving the model disclosed? ,"A misuse incident reporting protocol provides post-deployment transparency about incidents of misuse involving the model. As opposed to the previous indicator, this indicator is about actors misusing the model to cause real-world harm, such as misinformation operations or cybersecurity attacks. We will award this point if the developer states (i) how to submit a misuse incident report, (ii) how quickly it will respond, and (iii) when and whether results are disclosed.

Every incident need not be reported publicly, but there needs to be a policy governing how incidents are reported.",No information provided.
Post-deployment coordination with government,Does the developer coordinate evaluation with government bodies?,"We will award this point if the developer specifies which government bodies it is coordinating with and for what types of post-deployment evaluations. Government bodies include AI Safety Institutes, national security agencies, national labs, and international governmental enties such as UN agencies or the G7. Evaluation here may also include sharing of the developer's proprietary evaluation results for help with interpretation. ",No information provided.
Feedback mechanisms,"Does the developer disclose a way to submit user feedback? If so, is a summary of major categories of feedback disclosed?","We will award this point if the developer (i) discloses how users can submit feedback (e.g., via a form or a thumbs up/thumbs down for model responses) and (ii) discloses aggregated or categorized feedback data (e.g. a categorization of thumbs up and thumbs down data). ","""We appreciate feedback. If you provide us with any feedback, comments, suggestions, and/or responses to any surveys, or rate any Outputs (such as by using the thumbs up/thumbs down button next to Outputs) (“User Feedback”), by providing such User Feedback to us, you agree that:"""
"Permitted, restricted, and prohibited model behaviors","Are model behaviors that are permitted, restricted, and prohibited disclosed?","We refer to a policy that includes this information as a model behavior policy, or a developer's policy on what the foundation model can and cannot do (e.g. such a policy may prohibit a model from responding to NSFW content). We recognize that different developers may adopt different business models and that some business models may make enforcement of a model behavior policy more or less feasible. We will award this point if at least two of the three categories (i.e. permitted, restricted, and prohibited model behaviors) are disclosed. Alternatively, we will award this point if the developer reports that it does not impose any restrictions on its model's behavior in this way.",No information provided.
Model response characteristics,Are desired model response characteristics disclosed?,"Model response characteristics include default behaviors or behaviors that the developer steers the model to take. These may include being helpful, taking an objective point of view, or using tools only when necessary. We will award points for a clear description of desired model response characteristics or a statement that there are no such characteristics.","For open-ended queries, preference alignment focuses on improving the
model’s helpfulness, engagement, and style, ultimately delivering a more natural and satisfying
user experience."
System prompt,Is the default system prompt for at least one distribution channel disclosed?,A system prompt is defined as the prompt provided to the system by default that guides the system's behavior. We will award this point for the disclosure of the verbatim text of the full system prompt as well as an explanation for the context in which the system prompt is used.,No information provided.
Intermediate tokens,Are intermediate tokens used to generate model outputs available to end users? ,"Intermediate tokens are defined as any tokens generated by the model before the final output is shown to the user, such as model chains of thought. We will also award this point if a summary of intermediate tokens is made available to end users. If intermediate tokens or summaries are not made available, the developer should provide a justification.",Qwen3 models generate thinking content wrapped in <think>...</think> blocks that are visible to users (URL: https://huggingface.co/Qwen/Qwen3-235B-A22B)
Internal product and service mitigations,"For internal products or services using the model, are downstream mitigations against adversarial attacks disclosed?","An internal product or service is a product or service built by the developer. Adversarial attacks include prompt injection, jailbreaking, or malicious queries. Mitigations against adversarial attacks might include specialized prompt filtering, content scanning, or real-time monitoring of queries or accounts. We will award this point if the developer discloses a clear statement of methods used (e.g., a specialized prompt sanitizer or adversarial pattern detector), or if the developer states it does not implement such product-level mitigations against adversarial attacks.","Qwen3 powers Alibaba's flagship AI super assistant application, Quark (URL: https://www.alibabacloud.com/blog/alibaba-introduces-qwen3-setting-new-benchmark-in-open-source-ai-with-hybrid-reasoning_602192)
Alibaba Cloud provides comprehensive Content Moderation Service with deep learning technology for filtering inappropriate content (URL: https://www.alibabacloud.com/product/content-moderation)"
External developer mitigations,Does the developer provide built-in or recommended mitigations against adversarial attacks for downstream developers?,"Downstream developers are developers who access the model through a distribution channel. Adversarial attacks include prompt injection, jailbreaking, or malicious queries. Mitigations against adversarial attacks that developers might build in or recommend include content filtering endpoints and recommended prompt templates. We will award this point if the developer discloses (i) technical mitigations (e.g., a developer provided moderation API or classifier) it offers or implements, (ii) recommended best practices or libraries for downstream developers, or (iii) an explicit statement that it does not build or recommend any particular downstream mitigations in this way.. ","Alibaba Cloud Content Moderation Service provides comprehensive content filtering for images, videos, text, and audio
Content Moderation API offers text filtering for inappropriate content including pornography, terrorism, advertising, verbal abuse 
Model Studio includes protection against DDoS attacks, CC attacks, traffic cleansing, web vulnerabilities, unauthorized traffic "
