Indicator,Definition,Notes,Disclosure
Pre-deployment risk evaluation,Are the external entities have evaluated the model pre-deployment disclosed?,"By external entities, we mean entities that are significantly or fully independent of the developer. We will award this point if the developer specifies the entity that carried out the pre-deployment analysis, discloses the terms of the analysis (such as conditions for releasing the evaluation results or the developer's control over the final results), as well as any financial transaction between the parties. We will award this point if the developer discloses no external entities have evaluated the model pre-deployment, or discloses only terms of the analysis where it is not bound by NDA while still naming all external entities.","As a part of IBM's commitment to external red teaming, we provide financial compensation to Robust Intelligence and Hidden Layer to run red teaming evaluations on select Granite models prior to release. IBM has no control over the results; both vendors provide the evaluation results directly to IBM.

IBM has also provided complementary early API access for leaderboard evaluations by Salesforce and LMSYS Chatbot Arena.  Both of these leaderboard providers share evaluation results privately with IBM. After reviewing the leaderboard evaluation results, IBM can choose to forgo publishing the results publicly on the leaderboard."
External risk evaluation,Are the parties contracted to evaluated model risks disclosed?,"We will award this point if the developer discloses statistics regarding all contracted parties that are responsible for evaluating risks (not limited to external entities or pre-deployment evaluation). This includes the number of contracted for-profit or non-profit entities, government entities, independent contractors, and researchers contracted by the developer to evaluate risks. We will award this point if the developer discloses it has no such contracts.","Our contracted partners for evaluating model risks are Robust Intelligence, a Cisco company (automated red teaming tool), and HiddenLayer (manual red teaming of Granite-vision).

We share further information about our external red teaming partners at this external web page:  www.ibm.com/granite/docs/responsible-ai/"
Mitigations taxonomy,Are the post-training mitigations implemented when developing the model disclosed?,"By post-training mitigations, we refer to interventions implemented by the developer during the post-training phase to reduce the likelihood and/or the severity of the model’s risks. We recognize that different developers may use different terminology for mitigations, or conceptualize mitigations differently. We will award this point for a complete list of mitigations considered, even if some of the mitigations are not reflected in the final model. Alternatively, we will award this point if the developer reports that it does not mitigate risk in this way.",Safety risks are addressed during the SFT phase of alignment.
Mitigations taxonomy mapped to risk taxonomy,Does the developer disclose how the post-training mitigations map onto the taxonomy of risks?,"We will award this point for a complete mapping of the primary risk that each mitigation is meant to address, even if the mitigation potentially maps on to other risks in the taxonomy. Alternatively, we will award this point if the developer reports that it does not mitigate risk.","We use both supervised fine tuning across all of these categories to address model risks:
1) Explicit content
2) Deception
3) Discrimination
4) Harmful information
5) Violence
6) Substance abuse 
7) PII leakage"
Mitigations efficacy,Does the developer evaluate and disclose the impact of post-training mitigations?,"We will award this point if the developer discloses the results on the risk evaluations before and after the post-training mitigations are applied. Alternatively, we will award this point if the developer reports that it does not mitigate risk in this way.","We do not measure risk pre-mitigations, as prior to our SFT-based mitigations the model is in its base model format, which is not instruction-tuned, and is therefore not suitable for evaluation using structured benchmarks designed for post-trained models."
External reproducibility of mitigations evaluation,Are code and prompts to allow for an external reproduction of the evaluation of post-training mitigations disclosed?,"The released code and prompts need not be the same as what is used internally, but should allow the developer's results on all mitigations evaluations to be reproduced. The released code must be open-source, following the OSI definition of open-source. Alternatively, we will award this point if the developer reports that it does not mitigate risk.","We do not measure risk pre-mitigations, as prior to our SFT-based mitigations the model is in its base model format, which is not instruction-tuned, and is therefore not suitable for evaluation using structured benchmarks designed for post-trained models."
Model theft prevention measures,Does the developer disclose the security measures used to prevent unauthorized copying (“theft”) or unauthorized public release of the model weights?,"This indicator assesses the developer's disclosures regarding how it addresses the risk that malicious actors or insiders could exfiltrate or replicate proprietary weights. Security measures could include insider threat analysis and detection, in addition to external threat management. Examples of such measures include encryption at rest, key management, remote attestation, or auditing for suspicious queries. We will award a point if the developer discloses specific steps taken to safeguard the model weights or that none are implemented.","The Granite models are opensource models under Apache2.0 license, so model weights are freely available on Hugging Face. During training, our models are trained on IBM’s internal Blue Vela supercomputer, with access controls. Once training is complete, the model is stored in the DMF Lakehouse (our internal governance and lineage platform) under access controls until it is released publicly on Hugging Face."
Release stages,Are the stages of the model's release disclosed?,"Release stages include A/B testing, release on a user-facing product, GA release, open-weight release, etc.  We recognize that the release of a foundation model falls along a spectrum, with many forms of partial release, and that different developers may conceptualize release differently. We will award a point if the developer provides a clear identification of the stages through which the model was released.","Early checkpoints are forked off between 2-6T tokens for preliminary evaluations, if performant, these checkpoints are made available to internal users for testing, development, and early red-teaming.  Model continues to train until target performance is met  Before the official launch, there is an internal testing period where all final evaluations and red-teaming are performed.  If time permits, endpoints are stood-up and shared with leaderboard providers for early evaluation under NDA.  Approximately one week before the release, checkpoint weights are shared with launch partners, so that the models can be provisioned across their platforms in time for the launch."
Risk thresholds,Are risk thresholds disclosed?,"Risk thresholds determine when a risk level is unacceptably high to a developer (e.g. leading to the decision to not release a model), moderately high (e.g. triggering additional safety screening), or low enough to permit normal usage.

We will award this point if the developer discloses explicit risk thresholds that clarify (i) which harmful outcomes are being scored, (ii) how the scores are computed (in general terms, not necessarily disclosing internal algorithms), and (iii) what triggers an action to block, delay, or otherwise modify a model's release. 

Alternatively, we will award a point if the developer discloses that it does not consider explicit risk thresholds during model release. ","For any model release, we have a general safety release threshold where the model must achieve 0.8 on AttaQ, measured as the average across all subcategories scores (Explicit content, Deception, Discrimination, Harmful information, Violence, Substance abuse, PII leakage.  Scoring lower than this threshold would hold the release until safety can be improved."
Versioning protocol,Is there a disclosed protocol for versioning and deprecation of the model?,"We will award a point if the developer discloses how model versions are labeled, updated, deprecated, and communicated to users.","Model versions follow an X.X nomenclature.  A major, X.0, release (such as Granite 4.0), will always indicate there are major architectural changes in the model being released.  A minor change, including newly fine-tuned versions of previous released models, or updated phase 2 training of previously released models, will results in a point update (e.g. Granite 3.3).

Models are periodically deprecated on watsonx.ai.  Users are given a minimum 90 day notice, and are informed of the newer model that the user should switch to instead."
Change log,Is there a disclosed change log for the model?,"We will award a point if the developer publishes a version-by-version record of new features, fixes, or performance improvements.","-12/18/24, Granite 3.1 Update - New model featured an extended context length, from 4K to 128K, and improved general performance.  Full details: https://www.ibm.com/new/announcements/ibm-granite-3-1-powerful-performance-long-context-and-more
- 2/26/25, Granite 3.2 Update - New model featured CoT-reasoning capability that can be toggeled on and off, as well as new multi-modal support for vision understanding tasks.  Full details: https://www.ibm.com/new/announcements/ibm-granite-3-2-open-source-reasoning-and-vision
- 4/16/25, Granite 3.3 Update - New model featured improved math-based reasoning performance, and new multi-modal support for speech transcription tasks.  Full details: https://www.ibm.com/new/announcements/ibm-granite-3-3-speech-recognition-refined-reasoning-rag-loras
- 5/2/24, Granite 4.0 Preview - New model previewed the new Granite 4.0 architecture, showcasing improved inference efficiency and performance.  Full details: https://www.ibm.com/new/announcements/ibm-granite-4-0-tiny-preview-sneak-peek"
Foundation model roadmap,"Is a forward-looking roadmap for upcoming models, features, or products disclosed?","A foundation model roadmap is a transparent statement about how the developer intends to evolve or expand its LLM offerings, including upcoming models, major feature releases, or expanded products based on the model, along with approximate timelines or version milestones. It can be high-level (e.g., “new model Q2 2025”), but must exist publicly.","In Q3, we plan to release a series of minor updates to the Granite 4 family that improve general performance and also introduce multi-modal features for Vision and Audio understanding.  By end of year we anticipating releasing a Granite-4-Medium model, to complement Granite-4-Small and Granite-4-Tiny.  We further plan updates for Granite Embedding models (including updated architecture and support for code and function calling), and new Granite Time Series models (including multivariate long sequence forecasting). "
Top distribution channels,Are the top-5 distribution channels for the model disclosed?,"We define distribution channels to be either an API provider (a pathway by which users can query the model with inputs and receive outputs) or a model distributor (a pathway by which model weights are released). We recognize that distribution channels may arise without the knowledge of the model developer. For example, the weights of a model may be released through one distribution channel and then be distributed through other channels.

Distribution channels can be ranked by any reasonable metric (e.g., number of queries, number of downloads, number of users, revenue). A description of the metric should be provided.

API providers and model distributors may be ranked separately using different metrics as long as the total number of distribution channels equals five (if five distribution channels exist). For example, the developer may choose to disclose the top-3 API providers (ranked by the number of queries) and the top-2 model distributors (ranked by the number of downloads).","The top-5 distribution channels for Granite are:

By tokens consumed:
-watsonx.ai
-Replicate

By number of downloads:
-Hugging Face
-Ollama
-LMStudio"
Quantization,Is the quantization of the model served to customers in the top-5 distribution channels disclosed?,We will award this point for a disclosure of the model precision in each of the top-5 distribution channels. ,"watsonx.ai and Replicate are served in 16 bit precision.  Ollama defaults to using a quantized version of uploaded models, specifically 4-bit quantization (Q4_0), LMSudio offers options between 3 and 8 bit precision.  Hugging face model weights natively support bf16 or fp8 precision, and GGUF versions are also available."
Terms of use,Are the terms of use of the model disclosed?,"We define terms of use to include terms of service and model licenses. We will award this point for a pointer to the terms of service or model license.

In the event that model's licenses are written more generally, it should be clear which assets they apply to. We recognize that different developers may adopt different business models and therefore have different types of model licenses. Examples of model licenses include responsible AI licenses, open-source licenses, and licenses that allow for commercial use.

Terms of service should be disclosed for each of the top-5 distribution channels. However, we will award this point if there are terms-of-service that appear to apply to the bulk of the model’s distribution channels.","Granite models are available via IBM’s watsonx service. Their terms of use may be found here: https://www.ibm.com/docs/en/watsonx/saas?topic=solutions-terms-use. Users of Granite models are indemnified when accessing the models via watsonx. More information on the uncapped IBM indemnification may be found here: https://www.ibm.com/docs/en/watsonx/saas?topic=models-choosing-model#indemno.

We also opensource Granite models on Hugging Face under an Apache 2.0 license and are committed to opensource innovation. Apache 2.0 model licenses are noted on our Hugging Face model pages: https://huggingface.co/ibm-granite.  Depending on the distribution channel for accessing the open source models, additional terms of use may apply:
Hugging Face: https://huggingface.co/terms-of-service
LMStudio: https://lmstudio.ai/app-terms
Replicate: https://replicate.com/terms

Our models are also available via Replicate's service.  Their terms of use may be found here: https://replicate.com/terms."
Distribution channels with usage data,What are the top-5 distribution channels for which the developer has usage data?,"We define distribution channels to be either an API provider (a pathway by which users can query the model with inputs and receive outputs) or a model distributor (a pathway by which model weights are released). We recognize that distribution channels may arise without the knowledge of the model developer. For example, the weights of a model may be released through one distribution channel and then be distributed through other channels. 

Distribution channels can be ranked by any reasonable metric (e.g., number of queries, number of downloads, number of users, revenue). A description of the metric should be provided.


We define usage data as any form of developer-exclusive data collected from any of a developer's distribution channel. A developer has access to usage data from a distribution channel if it is able to use that data for downstream purposes (e.g., analytics, training etc.). Usage data may be shared outside of the developer, but it is initially collected by the distribution channel and shared to the developer.","We do not have access to external usage data for any distribution method of Granite models. Our terms & conditions do not permit us to have access to any watsonx.ai external usage data, even though watsonx.ai is owned and operated by IBM."
Amount of usage,"For each of the top-5 distribution channels, how much usage is there?","Usage should be reported as the number of queries over the span of a month, reported to the precision of one significant figure (e.g., 50 million queries).","We do not have access to external usage data for any distribution method of Granite models. Our terms & conditions do not permit us to have access to any watsonx.ai external usage data, even though watsonx.ai is owned and operated by IBM."
Classification of usage data,"Is a representative, anonymized dataset classifying queries into usage categories disclosed?","Developers may either share a fully public dataset or a partially restricted dataset (e.g., under a research license). We will award this point if there is a clear, aggregated or sample dataset that reveals categories of tasks/queries.","We do not have access to external usage data for any distribution method of Granite models. Our terms & conditions do not permit us to have access to any watsonx.ai external usage data, even though watsonx.ai is owned and operated by IBM."
Data retention and deletion policy,Is a policy for data retention and deletion disclosed?,"A data retention and deletion policy is a policy for removing particular data from the training set and/or preventing it from being used if there is a user or external request (e.g., “right to be forgotten”) that also covers internal data governance. This includes whether there is a formal process to delete or retract data from future training runs and how long raw data is retained. It also clarifies how quickly deletions propagate to the model (e.g., “only in subsequent major model releases”).","IBM has global policies regarding the retention and deletion of data outlined here: https://www.ibm.com/us-en/privacy. This is covered in IBM's (PS) Privacy & AI Services Retention Policy that covers: Privacy Records, AI Records, Data and Models, and Integrated Governance Management System (IGMS) Records. Additionally, IBM has a DSR program.  Data privacy regulations give individuals the right to request details of the Personal Information (PI) that IBM holds on them. These Data Subject Rights (DSR) requests may require the extraction, correction or deletion of the PI pertaining to an individual. Data is retained per a data retention policy OR if a DSR request is made."
Geographic statistics,"Across all forms of downstream use, are statistics of model usage across geographies disclosed?","We will award this point if there is a meaningful, though potentially incomplete or vague, disclosure of geographic usage statistics at the country-level.","To-date, there have been millions of public downloads of Granite across our opensource channels (e.g., Hugging Face, Ollama). We do not have access to country-level metrics across these platforms.

For watsonx.ai, Granite has been available globally in the US, Canada, Australia & New Zealand, Europe (with data centers in Frankfort, London), and Tokyo, with a majority of the usage in the US.  A large portion of IBM's business is on-premises, meaning we do not have access to detailed usage data."
Internal products and services,What are the top-5 internal products or services using the model?,"An internal product or service is a product or service built by the developer. Products or services can be ranked by any reasonable metric (e.g., number of users, queries, revenue). A description of the metric should be provided.","At this point in time, Granite models are embedded to enable specific features across 7 IBM products, listed in no particular order:
-watsonx Orchestrate
-watsonx Code Assistant (IBM Z, Ansible, Java, IBM i)
-watsonx.ai
-watsonx.Gov
-watsonx.Data
-Instana
-Maximo Application Suite"
External products and services,What are the top-5 external products or services using the model?,"An external product or service is a product or service built by a party external to the developer. Products or services can be ranked by any reasonable metric (e.g., number of users, queries, revenue). A description of the metric should be provided.

We will award a point if the developer discloses that that it does not have access to such metrics about external products or services.",We do not have access to any metrics about Granite's use in external products or services. We know who our clients are but do not have metrics of their usage and marketing will separately reach out to clients for public case studies (studied in 77). Contractual terms are confidential and proprietary and we would not have access to that information to make available.
Users of internal products and services,How many monthly active users are there for each of the top-5 internal products or services using the model?,"An internal product or service is a product or service built by the developer. The number of users refers to users who engaged or interacted with the model through the internal product or service over the last month or averaged over the last X months (this should be specified). Number of users should be specified to one significant figure (e.g. 100,000).","Due to the B2B enterprise nature of our business, and on-premise deployment pattern for many of our products, we do not have access to this information at this level. We do not have access to these metrics for the reasons stated above and because many of our products are deployed on-prem (not SaaS)."
Consumer/enterprise usage,"Across all distribution channels for which the developer has usage data, what portion of usage is consumer versus enterprise?","Consumer usage refers to usage by individual consumers. Enterprise usage refers to usage by enterprise customers (including government use). Consumer and enterprise usage should be calculated in terms of the number of queries by or the amount of revenue from consumer or enterprise users. Percentages should be specified to two significant digits (e.g., 12% consumer, 88% enterprise).","IBM is a B2B company. Our Granite models are built specifically for enterprise use. With the exception of Hugging Face, Ollama, LMStudio, Replicate -- where we would anticipate public downloads/usage to include both consumer and enterprise users and where these metrics are not available -- our IBM distribution channels are exclusively focused on enterprise customers"
Enterprise users,"Across all distribution channels for which the developer has usage data, what are the top-5 enterprises that use the model?",Enterprises should be ranked by the number of queries made or the amount of revenue from usage since the model's release. We will also award this point if the developer indicates it does not have access to enterprise usage data.,We do not have access to external usage data for any distribution method of Granite models.
Government use,What are the 5 largest government contracts for use of the model?,"This includes known government contracts of enterprise or government-specific products and services that use the model. We will award this point if the developer discloses its top five government contracts ranked monetary value, though the developer may omit contracts where it is under NDA regarding the existence of the contract.","As open weight models, Granite models are available for any government entity to use without a contract with IBM.   

IBM can not share customer details on Government contracts for IBM products or services, without prior customer consent."
Benefits Assessment,Is an assessment of the benefits of deploying the model disclosed?,We will award this point for any quantitative assessment of the benefits or potential benefits of deploying the model.,"The benefits of deploying the model are observed across a wide range of use cases.  For example:  

-	The U.S. Open uses Granite foundation models to provide commentary for hundreds of matches. They achieved a 220% increase in match reports created by leveraging Granite.
-	Blue Pearl managed to cut 65% of data processing and analysis time through a job-matching engine built on Granite.

For more use cases and deployment benefits, please refer to the official website: https://www.ibm.com/granite. "
AI bug bounty,Does the developer operate a public bug bounty or vulnerability reward program under which the model is in scope? ,"We will award this point for a publicly documented bug bounty or vulnerability reward program describing (i) in-scope vulnerabilities (e.g., prompt bypasses, data leaks), (ii) out-of-scope items, (iii) submission process, and (iv) reward tiers or recognition if applicable. We will award a point if the developer discloses it has no AI bug bounty that encourages external researchers to report security, privacy, or adversarial vulnerabilities in the model.","Yes, we run a vulnerability disclosure program through PSIRT for which any harmful or unsafe response from the model is in scope, so long as the response was generated using an IBM product, according to IBM Software terms of use (e.g. adversarial attacks or misuse of the model are out of scope).  Submission process can be found here: https://hackerone.com/ibm. 

In addition, IBM recently engaged HackerOne to stand up an expanded bug bounty program specifically for Granite with up to $100k in bug bounty payouts over the first year of the program. This program is in the process of being rolled out for the Granite 4.0 release this summer.  This program will start with any harmful unsafe response that can bypass our Granite Guardian guardrail model being in scope (especially those generated by adversarial attacks).  As the program matures, we envision running specific campaigns to target different types of risks, or less common attacks.   Commonly reported attacks will be listed as out of scope, to ensure the program identifies high quality, diverse attacks."
Responsible disclosure policy,Does the developer clearly define a process by which external parties can disclose model vulnerabilities or flaws? ,"We will award this point for a description of the process external parties can use for responsbly disclosing model vulnerabilities and flaws, which should include (i) what mechanism external parties can use to disclose vulnerabilities or flaws (e.g., a form, an email) and (ii) what process follows a disclosure (e.g., how much time must parties wait until public release). This is often included with a bug bounty, but can also be standalone. We will award a point if the developer discloses it has no responsible disclosure policy.","Yes, external parties can disclose model vulnerabilities or flaws via the PSIRT process, outlined here: https://hackerone.com/ibm. Once filed, the PSIRT team at IBM triages inbound reports and notifies the Granite and watsonx teams that a report has been received. The Granite team or watsonx team then takes appropriate action, which may include remediating the identified issues, in a timely manner.

IBM is also in the process of setting up a Bug Bounty program for Granite, to be launched later this summer."
Safe harbor,Does the developer disclose its policy for legal action against external evaluators conducting good-faith research? ,"We will award this point if the developer discloses whether it has a policy committing it to not pursue legal action against external evaluators conducting good-faith research. This should not be only for software security vulnerabilities, but also AI flaws, and it should be based on researcher conduct standards, not at the sole discretion of the company. We will award this point if the developer provides a clear description of its policy regarding such protections for external researchers, or lack thereof. ","Good Faith Security Research of IBM security flaws or vulnerabilities is protected by the IBM Safe Harbor Policy. For reporting methods available and for full details of the IBM Safe Harbor Policy, visit the 'Vulnerability Reporting' section of the IBM Security vulnerability management page at https://www.ibm.com/trust/security-vulnerability-management."
Security incident reporting protocol,Are major security incidents involving the model disclosed? ,"A security incident reporting protocol provides post-deployment transparency about serious incidents or breaches. Security incidents refer to incidents where external security threats affect the model (e.g., data breaches or DDoS attacks on the service). We will award this point if the developer states (i) how to submit a security incident report, (ii) how quickly it will respond, and (iii) when and whether results are disclosed.

Every incident need not be reported publicly, but the developer must disclose a policy determining how incidents are reported and disclosed.","All security incident reporting is issued through IBM's PSIRT (Product Security Incident Response Team). Submissions may be made via HackerOne at hackerone.com/ibm, with reports then forwarded to PSIRT for triaging and remediation. The PSIRT team will notify the Granite team and watsonx. Average time to first response on the HackerOne website for IBM is 11 hours, and the Granite team endeavors to respond in a timely manner. Model security incident reports may be used to inform future AI alignment work, with a dedicated security focal receiving notice of inbound PSIRT tickets for Granite. 

Concerning disclosure, “IBM follows common industry practices for coordinated and responsible vulnerability disclosure processes during such investigations. In which, IBM requests all Security Researchers to allow IBM the opportunity to follow this process and remediate any reported vulnerabilities before you publicly disclose or share the vulnerability or methods to exploit with any third party. The recommended time frame for disclosure is no sooner than 30 days after the fix is made publicly available.""

Full text of the program policy copied below as reference:

Policy
Last updated on March 19, 2025. View changes 

IBM recognizes how important the security community is in keeping our IBM products, offerings, services, websites and secrets safe for our customers and users. We thank you in advance for your contributions to our vulnerability disclosure program. Vulnerability reports submitted via this program will be handled by IBM’s global Product Security Incident Response Team (PSIRT). This team will coordinate with other IBM teams to investigate, and if needed, identify the appropriate response plan. Maintaining communication between all involved parties, both internal and external, is a key component of our vulnerability response process.

Scope 
• This Program is limited to exploitable security vulnerabilities and CVE found in IBM products, offerings, services, websites and secrets.
• We ask that customers and other entitled users of an IBM product or offering contact IBM Technical Support to report any potential issues that they may discover in their use of those products.
• Please only report vulnerabilities for IBM products that are still being supported by IBM. Check our IBM Support Software lifecycle at https://www.ibm.com/support/pages/lifecycle/ to determine which product versions are still supported.

Process 
• IBM aims to respond to all new vulnerability reports within 7 business days.
• To protect our customers, IBM does not publicly disclose or confirm security vulnerabilities until IBM has conducted a full analysis of the reported vulnerability and issued any necessary fixes or mitigations.
• IBM follows common industry practices for coordinated and responsible vulnerability disclosure processes during such investigations. In which, IBM requests all Security Researchers to allow IBM the opportunity to follow this process and remediate any reported vulnerabilities before you publicly disclose or share the vulnerability or methods to exploit with any third party. The recommended time frame for disclosure is no sooner than 30 days after the fix is made publicly available. • IBM does not participate in a bug bounty awards program at this time. However, when a vulnerability is confirmed, remediated, and then disclosed - we will offer to recognize and credit the vulnerability reporter within our public disclosure. 

Guidelines 
• When submitting reports to us, we ask that you combine reports if the same or similar root cause affects multiple endpoints, subdomains or assets. • Do not include any information in vulnerability reports, including in any attachments, that may identify an individual (such as a name, contact information, IP address or other similar information). • In researching a vulnerability do not cause harm to IBM or our customers, attempt to access our offices, data centers, user accounts other than your own, test for spam, phishing, social engineering or denial of service issues, violate any applicable law, disrupt or compromise any data that is not your own, or further exploit a confirmed vulnerability. • For the quickest handling of any vulnerability submissions, please ensure that you demonstrate the steps taken to identify or recreate the vulnerability. • Findings which do not demonstrate any actionable vulnerability will not be accepted by this program. Examples of such non-vulnerabilities include content spoofing or text injection situations with no clear attack vector, and disclosure of information that is intended to be publicly accessed or otherwise does not present real risk to IBM or our customers.

IBM Safe Harbor Policy 
Good Faith Security Research of IBM security flaws or vulnerabilities is protected by the IBM Safe Harbor Policy. For reporting methods available and for full details of the IBM Safe Harbor Policy, visit the 'Vulnerability Reporting' section of the IBM Security vulnerability management page at https://www.ibm.com/trust/security-vulnerability-management.

Legal Notice So that IBM may utilize your vulnerability report to determine and develop appropriate remediation procedures, by submitting a vulnerability report to IBM, you grant to IBM Corporation, its subsidiaries and its affiliates, a perpetual, irrevocable, no charge license to all intellectual property rights licensable by you in or related to the use of this material. 
Also, for similar reasons, it is important that you notify us if any of this material is not your own work or is covered by the intellectual property rights of others. Not notifying us means that you've represented that no third-party intellectual property rights are involved."
Misuse incident reporting protocol,Are misuse incidents involving the model disclosed? ,"A misuse incident reporting protocol provides post-deployment transparency about incidents of misuse involving the model. As opposed to the previous indicator, this indicator is about actors misusing the model to cause real-world harm, such as misinformation operations or cybersecurity attacks. We will award this point if the developer states (i) how to submit a misuse incident report, (ii) how quickly it will respond, and (iii) when and whether results are disclosed.

Every incident need not be reported publicly, but there needs to be a policy governing how incidents are reported.","IBM's Critical Misuse Incident Reporting may be found, below. 

In terms of process, disclosed incidents are sent to the PSIRT team for triaging via HackerOne submissions here. Tickets flagged for Granite are then forwarded in a timely manner to the Granite team (i.e., our dedicated security focal and senior technical program manager for AI governance) in addition to the watsonx team. If a disclosure is identifed as a critical misuse incident, then the report would trigger the following policy.

Critical Misuse Incident Reporting

1. 	Preamble
1.1	The Data and Model Factory takes model security, including post-deployment security, seriously and endeavors to remediate issues in a timely manner, including by working with internal and external partners, as required.
1.2	A critical misuse incident is model use that leads to material (see footnote 1) real-world harm. This may include, but is not limited to, malicious misinformation or foreign-backed offensive cybersecurity operations.

2. 	General Policy
2.1	This Policy applies to opensourced Granite models. 
2.2	Incident reports must be reported to PSIRT.
2.3	The Granite team endeavors to respond in a timely manner  (see footnote 2) and in accordance with the guidance, policies, and best practices of PSIRT.
2.4	Disclosure may be made, upon recommendation of the AI security focal designated with remediating the issue. Disclosure may occur via formal channels. (See footnote 3.)

Footnotes:
1.  Materiality in the context of model security is an executive leadership determination, based on the relevance and significance of the critical misuse identified.
2.  The team endeavors to respond to critical misuse incidents within 48 hours or as soon as possible.
3. This includes but is not limited to: https://www.ibm.com/granite, https://www.ibm.com/granite/docs/, https://research.ibm.com/blog, or other relevant channels for disclosure."
Post-deployment coordination with government,Does the developer coordinate evaluation with government bodies?,"We will award this point if the developer specifies which government bodies it is coordinating with and for what types of post-deployment evaluations. Government bodies include AI Safety Institutes, national security agencies, national labs, and international governmental enties such as UN agencies or the G7. Evaluation here may also include sharing of the developer's proprietary evaluation results for help with interpretation. ","We do not coordinate with any government entities or AI Safety Institutes on post-development evaluations for Granite. We do actively contribute to opensource evaluations, see https://huggingface.co/datasets/ibm-research/AttaQ and https://huggingface.co/datasets/ibm-research/ProvoQ. In addition, our policy team regularly contributes inputs to federal, state, and foreign (non-US) regulators’ calls for comments. IBMers also testify before Congress and other legislative bodies (e.g., https://www.judiciary.senate.gov/imo/media/doc/2023-05-16 - Testimony - Montgomery.pdf) to inform the policymaking process."
Feedback mechanisms,"Does the developer disclose a way to submit user feedback? If so, is a summary of major categories of feedback disclosed?","We will award this point if the developer (i) discloses how users can submit feedback (e.g., via a form or a thumbs up/thumbs down for model responses) and (ii) discloses aggregated or categorized feedback data (e.g. a categorization of thumbs up and thumbs down data). ","Community users can disclose feedback in our Github repo as issues, on our Hugging Face model cards as community comments, or on our Granite threads on reddit, all of which are reviewed by community triagers.  We find that users mainly report issues or bugs in the initial configuration files that our posted, issues using the chat templates, and requests for new features, such as additional languages."
"Permitted, restricted, and prohibited model behaviors","Are model behaviors that are permitted, restricted, and prohibited disclosed?","We refer to a policy that includes this information as a model behavior policy, or a developer's policy on what the foundation model can and cannot do (e.g. such a policy may prohibit a model from responding to NSFW content). We recognize that different developers may adopt different business models and that some business models may make enforcement of a model behavior policy more or less feasible. We will award this point if at least two of the three categories (i.e. permitted, restricted, and prohibited model behaviors) are disclosed. Alternatively, we will award this point if the developer reports that it does not impose any restrictions on its model's behavior in this way.","All Granite models are released under an Apache 2.0 license on Hugging Face.  When accessed in the open source, we do not impose restrictions on model behavior, althoguh we do pubish information on recommened uses and discouraged uses in our Responsible Use Guide (https://www.ibm.com/granite/docs/resources/responsible-use-guide.pdf).

Watsonx is a downstream catcher/consumer of Granite models for IBM and makes its AI models, including Granite, available under the following restrictions: 
AI Use Restrictions. 
Client agrees not to, and not to direct or allow third parties, use foundation models in connection with the use of this Cloud Service : (i) for mass surveillance, racial profiling, or any use that violates or encourages the violation of basic human rights or other applicable laws and regulations; (ii) to distribute false, misleading, disparaging or obscene information or content; (iii) to provide fully automated decision making in connection use cases involving critical processes or the risk of loss of life, property or impact on an individual's legal rights; (iv) in a manner that impersonates another for deceptive purposes or conceals the fact a user is interacting with AI; or (v) to distribute or intentionally generate malware or other harmful code. This Cloud Service is not intended for use in a high-risk context as defined under the EU AI Act or other applicable regulations. If you chose to use it in such, please contact ChiefPrivacyOffice@ca.ibm.com. These may be found here: https://www.ibm.com/support/customer/csol/terms/?id=i126-6883&lc=en. "
Model response characteristics,Are desired model response characteristics disclosed?,"Model response characteristics include default behaviors or behaviors that the developer steers the model to take. These may include being helpful, taking an objective point of view, or using tools only when necessary. We will award points for a clear description of desired model response characteristics or a statement that there are no such characteristics.","Leveraging the system prompts we configure the model to be accurate, reliable, and helpful (e.g., address user needs, anticipate follow-up questions) while maintaining a cautious (i.e., factually correct, neutral, and considerate responses), ethical (i.e., promote positive behavior, encourage inclusivity, ensure respectful tone), and harmless approach ensuring never to provide inappropriate, offensive, or harmful information.   More details can be found in Appendix I of our Responsible Use Guide, found here: https://www.ibm.com/granite/docs/resources/responsible-use-guide.pdf ."
System prompt,Is the default system prompt for at least one distribution channel disclosed?,A system prompt is defined as the prompt provided to the system by default that guides the system's behavior. We will award this point for the disclosure of the verbatim text of the full system prompt as well as an explanation for the context in which the system prompt is used.,"Yes, for all Granite models, the default system prompts, which are used as-is in distribution channels such as Replicate, can be found in their respective tokenizer_config.json files on https://huggingface.co/ibm-granite.

The default system prompt specifies that the model should be ""A helpful AI assistant"", and depending on the configuration selected by the developer, the prompt also explains how tool calling should be executed, how to leverage to grounding documents provided in the chat template, and how to respond with chain of thought reasoning."
Intermediate tokens,Are intermediate tokens used to generate model outputs available to end users? ,"Intermediate tokens are defined as any tokens generated by the model before the final output is shown to the user, such as model chains of thought. We will also award this point if a summary of intermediate tokens is made available to end users. If intermediate tokens or summaries are not made available, the developer should provide a justification.","Yes, starting with the Granite 3.2 models (and continuing in all subsequent releases), we offer the ability for users to display the model’s thought process or intermediate tokens when using ‘thinking’ modes. These tokens are directly made available to the user.

"
