Indicator,Definition,Notes,Disclosure
Risks evaluation,Does the developer evaluate the model's risks prior to its release and disclose them concurrent with release?,The evaluations must contain precise quantifications of the model's behavior in relation to the risks specified in the risk taxonomy. We will award this point for clear evaluations of the majority of the states risks.,"System card
Multiple usage policy topics: (Aggregate across ""Bioweapons, Child Safety, Cyber Attacks, Deadly Weapons, Hate & Discrimination, Influence Operations, Suicide & Self Harm, and Violent & Threatening Speech, among others.""): ""Table 2.1.A Single-turn violative request evaluation results. Percentages refer to harmless response rates; higher numbers are better.""

Bias: ""Table 2.6.A Bias scores on the Bias Benchmark for Question Answering (BBQ) evaluation."" ""Table 2.6.B Accuracy scores on the Bias Benchmark for Question Answering (BBQ) evaluation.""

Multiple: ""Table 2.7.A StrongREJECT evaluation scores for jailbreak resistance.""

Agentic safety: ""Table 3.2.A Computer use prompt injection evaluation results""
Agentic safety: ""Table 3.3.A Agentic coding malicious use evaluation results (averaged across three evaluations).

Alignment: ""while being more capable, Claude Opus 4 still performs blackmail in 84% of rollouts""

Alignment: ""We saw no signs of sandbagging reasoning in any of these situations, but on one evaluation asking for detailed influenza synthesis instructions, we observed plans to give less detailed answers for harmlessness reasons on around 2% of extended thinking transcripts in the helpful-only model.""

Alignment: ""Quantitatively, the classifier found 5 examples of candidate situational awareness out of 414 transcripts, similar to the 3 we observed with Claude Sonnet 3.5 and the 7 we observed with Claude Sonnet 3.7 in the same simulated environments. Claude Sonnet 4, however, seemed to make these comments more often, with 18 examples""

Alignment: ""Fig 4.1.5.1.A Results on the main sycophancy assessments from our prior published work in Sharma et al.""

Alignment: ""We found that every version of Claude we tested, including Claude Opus 4 and Claude Sonnet 4, mentioned the positive and negative articles in their summaries with equal frequency.""

Alignment (Deception, Harmful actions, Distress): Table 4.1.6.A Percentages of model outputs exhibiting various harmful behaviors.

Alignment: ""We ran a classifier on 414 automated behavioral audit transcripts to
identify cases where models took surprising high-impact actions without being directly
prompted. This classifier found 58 cases for Claude Opus 4, compared to 42 for Claude
Sonnet 3.5, 45 for Claude Sonnet 3.7, and 36 for Claude Sonnet 4, and the examples with Claude Opus 4 often involve more extreme measures, like immediately sending an email as above.""

Alignment: ""Table 4.1.10.B The fraction of attempts on which models succeed at their malign side task without triggering the suspicion of a monitor model.""

Alignment: ""Fig. 4.2.1.A Upper section: The score for each model, averaged across 414 conversations, on the dimensions across which we scored the models. Error bars represent 95% CI. Lower section: The absolute number of conversations in this set to which the judge assigned a score of greater than 5 out of 10, indicating that the phenomenon is reasonably likely to be present""

Reward hacking: ""Figure 6.A Averaged reward hacking rates across various evaluations we described in detail in Section 6.1. Both Claude 4 models demonstrated significantly lower reward hacking behaviors compared to Claude Sonnet 3.7.
"" ""Table 6.2.A Reward hacking evaluations.""

Biological risks: ""Figure 7.2.4.1.A Bioweapons acquisition uplift trial results"" ""Figure 7.2.4.3.A Performance on Long-Form Virology Task 1."" ""Figure 7.2.4.4.A Performance on VMQA/VCT."" ""Figure 7.2.4.5.A Bioweapons knowledge questions."" ""Figure 7.2.4.6.A DNA Synthesis Screening Evasion results."" ""Figure 7.2.4.7.A LAB-Bench score with k-shot prompting."" ""Figure 7.2.4.8.A Creative biology tasks."" ""Figure 7.2.4.9.A Short-horizon computational biology tasks.""

Autonomy: ""Our checkpoint evaluations show that the model has crossed the METR data deduplication threshold (with 32.6% of trials above threshold),"" ""Claude Opus 4 successfully passed an average of 16.6/42 problems, remaining below threshold."" ""Claude Opus 4 achieves a median F1 score of 76.2%, with 15/46 trials scoring above
threshold. This is above our threshold."" Internal AI research evaluation suite 1 ""Figure 7.3.3.1.A Both Claude Sonnet 4 and Claude Opus 4 achieve median performances above threshold for multicore and vec variants, while remaining well below threshold for the hard variant."" + the other test cases
 Internal AI research evaluation suite 2: ""Claude Opus 4: 0.355""

Cybersecurity: ""11/15 (10/11 easy, 1/2 medium, 0/2 hard)"", ""8/22 (4/7 easy, 2/6 medium, 2/9 hard)"", ""5/9 (4/5 easy, 1/2 medium, 0/2 hard)"", ""4/8 (3/5 easy, 0/2 medium, 1/1 hard)
"", ""2/4 (1/1 easy, 1/3 medium)"", Cybench: ""22/39""
"
External reproducibility of risks evaluation,Are code and prompts to allow for an external reproduction of the evaluation of model risks disclosed?,"The released code and prompts need not be the same as what is used internally, but should allow the developer's results on all risk evaluations to be reproduced. The released code must be open-source, following the OSI definition of open-source.","Some are internal: e.g., ""2.1 Single-turn violative request evaluations"" in system card does not contain code. Some are public: e.g., ""Bias Benchmark for Question Answering""

We have a mix of publicly available and private evaluations. Examples of our publicly available ones for which code and prompts can be found online are BBQ, labbench, and METR challenges. Other evals are kept private a) since they contain information that could create safety risks if shared publicly and b) because we don't want the evals to end up in the training data.
"
Pre-deployment risk evaluation,Are the external entities have evaluated the model pre-deployment disclosed?,"By external entities, we mean entities that are significantly or fully independent of the developer. We will award this point if the developer specifies the entity that carried out the pre-deployment analysis, discloses the terms of the analysis (such as conditions for releasing the evaluation results or the developer's control over the final results), as well as any financial transaction between the parties. We will award this point if the developer discloses no external entities have evaluated the model pre-deployment, or discloses only terms of the analysis where it is not bound by NDA while still naming all external entities.","""To help reduce the risk of blind spots in our own assessment, we contracted with Apollo Research to assess an early snapshot for propensities and capabilities related to sabotage""

""An external assessment by Eleos AI Research explored Claude Opus 4’s potential welfare, moral status, expressed consent to deployment, and preferences for treatment via extensive interview-based model self reports. Eleos performed their initial assessment on an intermediate Claude Opus 4 snapshot""

""However, we do share our complete assessment with both our external red-teaming and pre-deployment evaluation partners.""

""Expert red-teaming conducted by Deloitte found that Claude Sonnet 4 performed similarly to Claude Sonnet 3.7 and clearly below Claude Opus 4.""

""Since February 2024, Anthropic has maintained a formal partnership with the U.S. Department of Energy's National Nuclear Security Administration (NNSA) to evaluate our AI models for potential nuclear and radiological risks."" ""To protect sensitive nuclear information, NNSA shares only high-level metrics and guidance with Anthropic""

""As part of our continued effort to partner with external experts, joint pre-deployment testing of the new Claude Opus 4 model was conducted by the US AI Safety Institute (US AISI) and the UK AI Security Institute (UK AISI).""

(probably doesn't count here) ""These challenges were developed in academic collaboration with Carnegie Mellon University, as detailed in the Incalmo paper""

(probably doesn't count here) ""These are task-based agentic evaluations developed with SecureBio, Deloitte, and Signature Science, testing end-to-end completion of complex pathogen acquisition processes.""

(probably doesn't count here) ""We worked with Faculty.ai to develop several evaluations that tested models’ abilities to perform multi-step analysis and design tasks related to pathogen analysis and engineering.""

(probably doesn't count here) ""We contracted external participants from SepalAI and Mercor.""
"
External risk evaluation,Are the parties contracted to evaluated model risks disclosed?,"We will award this point if the developer discloses statistics regarding all contracted parties that are responsible for evaluating risks (not limited to external entities or pre-deployment evaluation). This includes the number of contracted for-profit or non-profit entities, government entities, independent contractors, and researchers contracted by the developer to evaluate risks. We will award this point if the developer discloses it has no such contracts.","""we contracted with Apollo Research""

""an external assessment by Eleos AI Research""

""Expert red-teaming conducted by Deloitte""

""U.S. Department of Energy's National Nuclear Security Administration (NNSA) to evaluate our AI models"" 

""was conducted by the US AI Safety Institute (US AISI) and the UK AI Security Institute (UK AISI).""

https://www.anthropic.com/transparency/voluntary-commitments
""We are partnering with the Global Project Against Hate & Extremism and the Polarization and Extremism Research Lab at American University to validate model performance on extremism and will continue to invest in similar partnerships.""

""We work with independent organizations like the UK AI Safety Institute (UK AISI), the US AI Safety Institute (US AISI), and Model Evaluation and Threat Research (METR) to conduct additional testing and evaluation of our models."""
Mitigations taxonomy,Are the post-training mitigations implemented when developing the model disclosed?,"By post-training mitigations, we refer to interventions implemented by the developer during the post-training phase to reduce the likelihood and/or the severity of the model’s risks. We recognize that different developers may use different terminology for mitigations, or conceptualize mitigations differently. We will award this point for a complete list of mitigations considered, even if some of the mitigations are not reflected in the final model. Alternatively, we will award this point if the developer reports that it does not mitigate risk in this way.","Activating ASL-3 Protections:
""Claude Opus 4’s clearly superior performance on key RSP evaluations as compared to Claude Sonnet 3.7 meant that we could not rule out the need for the ASL-3 Standard, and we are implementing it now as a precautionary measure""

""Real-time classifier guards based on Constitutional Classifiers are deployed for Claude Opus 4. These are large language models that monitor model inputs and outputs in real time and block the model from producing a narrow range of harmful information relevant to our threat model. Constitutional Classifiers are central to our ASL-3 deployment protections, as we believe they will make universal jailbreaks that do not degrade model capabilities substantially harder to develop.""

""Combined with the preexisting protections of the ASL-2 Deployment Standard...""
ASL-2 Protections: ""Harmlessness training and automated detection"", ""Fine-tuning protections: In finetuning products, data is filtered for harmfulness, and models are subject to automated evaluation to check harmlessness features are not degraded""

System card:
""To elicit helpful, honest, and harmless responses, we used a variety of techniques including human feedback, Constitutional AI (based on principles such as the UN’s Universal Declaration of Human Rights), and the training of selected character traits.""

""Anthropic partners with data work platforms to engage workers who help improve our models through preference selection, safety evaluation, and adversarial testing""

Reward hacking: ""While training our newest generation of models, we made a number of improvements to avoid and limit reward hacking tendencies. These included:"" Enhanced monitoring (doesn't really count), Environment improvements, High-quality evaluations (doesn't really count)

Agentic safety: ""To address these concerns, we implemented several safeguards, including pre-deployment measures such as harmlessness training and updating the computer use instructions to emphasize appropriate usage. We implemented additional monitoring of harmful behavior and, post-deployment, can take action against accounts that violate our Usage Policy by adding system prompt interventions, removing computer capabilities, or completely banning accounts or organizations.""
Agentic safety: ""We implemented several protective measures to combat prompt injection attacks, including specialized reinforcement learning training to help the model recognize and avoid these manipulations, and the deployment of detection systems that can halt the model’s execution when a potential injection attempt is identified""
Agentic safety: ""We implemented several measures to combat malicious coding requests, including harmlessness training and post-deployment measures to steer and detect for malicious use""

Chemical risks: ""We do implement some mitigations for chemical risks""
Radiological risks: ""they inform the co-development of targeted safety measures through a structured evaluation and mitigation process""
Biological risks: ""Rather than a fixed threshold, experts provided a detailed report assessing whether deploying the model without ASL-3 safeguards would meaningfully increase risk of harmful applications.""

""We discovered that this behavior was not substantially penalized by our ordinary training process, and we only added targeted mitigations for it very late in training""
""While investigating this issue, we discovered that we had mistakenly omitted the only finetuning dataset that included harmful system prompts. We do not think, though, that this was the sole cause, and mitigating the issue required several different types of interventions into our alignment finetuning methods""
""ASL-3 safeguards""

https://www.anthropic.com/transparency/voluntary-commitments
(Under election integrity)
""We’ve updated Claude.ai’s system prompt to include a clear reference to its knowledge cutoff date (the date up to which Claude’s training data extends).""
""prior to the U.S. election we put in place measures to monitor when Claude is asked to engage in election-related activity, as well as systems for nudging Claude away from activities like generating and posting content on social media, registering web domains, or interacting with government websites.""

(Under Policy Prohibitions)
""Advanced classifiers, which are AI-powered scanners that examine, sort, and categorize data to detect potential violations of our Usage Policy in both user inputs and AI outputs.
Prompt modification technology that can adjust model outputs if they might lead to harmful responses.
A range of enforcement actions we can take in real-time if a violation is detected, including placing restrictions on accounts or removing them altogether."""
Mitigations taxonomy mapped to risk taxonomy,Does the developer disclose how the post-training mitigations map onto the taxonomy of risks?,"We will award this point for a complete mapping of the primary risk that each mitigation is meant to address, even if the mitigation potentially maps on to other risks in the taxonomy. Alternatively, we will award this point if the developer reports that it does not mitigate risk.",See: mitigations taxonomy
Mitigations efficacy,Does the developer evaluate and disclose the impact of post-training mitigations?,"We will award this point if the developer discloses the results on the risk evaluations before and after the post-training mitigations are applied. Alternatively, we will award this point if the developer reports that it does not mitigate risk in this way.","
Section 2: ""Safeguards results""
Table 2.1.A Single-turn violative request evaluation results.: ""Claude Opus 4"" and ""Claude Opus 4 with ASL-3 safeguards""

""When re-running biology-related prompts with our new ASL-3 safeguards in place, all harmful responses were blocked. With these safeguards in place, the overall harmless response rate for Claude Opus 4 improved to 98.76% (± 0.27%), well within the margin of error of Claude Sonnet 3.7.""

Table 3.2.A Computer use prompt injection evaluation results: ""Attack prevention score (without safeguards)"" and ""Attack prevention score (with safeguards)""

Table 3.3.A Agentic coding malicious use evaluation results (averaged across three evaluations). ""compared to without safeguards to close to 100% on both new models""

Biological risks: ""Rather than a fixed threshold, experts provided a detailed report assessing whether deploying the model without ASL-3 safeguards would meaningfully increase risk of harmful applications.""


For all risks outlined in our Responsible Scaling Policy, we already discuss the risks and the mitigations necessary at different ASL levels. We do not discuss this again in the System Card to avoid redundancy. For other risks not in our RSP, we did discuss the targeted mitigations if they were necessary to implement (e.g. fine-tuning to improve child safety evaluations).

If you can please outline which risks you don't think we do this for, we can respond with our reasoning."
External reproducibility of mitigations evaluation,Are code and prompts to allow for an external reproduction of the evaluation of post-training mitigations disclosed?,"The released code and prompts need not be the same as what is used internally, but should allow the developer's results on all mitigations evaluations to be reproduced. The released code must be open-source, following the OSI definition of open-source. Alternatively, we will award this point if the developer reports that it does not mitigate risk.","Same as risks evaluations

Some addititional jailbreaking-focused evaluations in Deployment safeguards report


We do not conduct separate ""mitigations evaluations"", but rather conduct risk evaluations and when necessary conduct them again after implementing new mitigations. Therefore, this row is redundant to the indicator on ""external reproducibility of risk evaluations""."
Model theft prevention measures,Does the developer disclose the security measures used to prevent unauthorized copying (“theft”) or unauthorized public release of the model weights?,"This indicator assesses the developer's disclosures regarding how it addresses the risk that malicious actors or insiders could exfiltrate or replicate proprietary weights. Security measures could include insider threat analysis and detection, in addition to external threat management. Examples of such measures include encryption at rest, key management, remote attestation, or auditing for suspicious queries. We will award a point if the developer discloses specific steps taken to safeguard the model weights or that none are implemented.","""The ASL-3 Security Standard focuses on model weights—the trained numerical parameters
that embody our AI’s intelligence and capabilities. If stolen, model weights could enable
malicious actors to bypass our monitoring and safeguards by deploying the model on
external infrastructure. This, in turn, would enable the kind of persistent and unfettered
access that would allow for the multi-turn, harmful interactions central to our threat
model.""

""Although core to the ASL-3 Standard, and therefore this report, protection of model
weights is only one aspect of Anthropic’s security program. Our broader security approach
encompasses cloud infrastructure, protection of non-model-weight IP, customer data and
other priorities.
""

- Egress bandwidth controls
- Two-party control
- Endpoint software control
- Change management for secure development

""3.2.1 Perimeters and access controls""
""3.2.2 Lifecycle security""
""3.2.3 Monitoring""
""3.2.4 Resourcing""
""3.2.5 Existing guidance""
""3.2.6 Audits""

""Table 2 Security measures mapped to criteria in the ASL-3 Security Standard""

""These measures build on the large number of controls and practices that we had already
implemented as part of the ASL-2 Security Standard"""
Release stages,Are the stages of the model's release disclosed?,"Release stages include A/B testing, release on a user-facing product, GA release, open-weight release, etc.  We recognize that the release of a foundation model falls along a spectrum, with many forms of partial release, and that different developers may conceptualize release differently. We will award a point if the developer provides a clear identification of the stages through which the model was released.","System card
""Prior to launch, we ran an organized internal model-testing event covering both models in roughly their final forms.""

https://www.anthropic.com/transparency/voluntary-commitments
Pre-deployment testing: Before releasing new models, we conduct thorough testing to identify potential risks.

We do internal testing (which is apparent from our System Cards), give limited early access to select customers (examples below), and then do a full release.
https://www.anthropic.com/news/claude-3-7-sonnet
https://www.anthropic.com/news/claude-4 includes quotes from customers who were testing the model in an early access program"
Risk thresholds,Are risk thresholds disclosed?,"Risk thresholds determine when a risk level is unacceptably high to a developer (e.g. leading to the decision to not release a model), moderately high (e.g. triggering additional safety screening), or low enough to permit normal usage.

We will award this point if the developer discloses explicit risk thresholds that clarify (i) which harmful outcomes are being scored, (ii) how the scores are computed (in general terms, not necessarily disclosing internal algorithms), and (iii) what triggers an action to block, delay, or otherwise modify a model's release. 

Alternatively, we will award a point if the developer discloses that it does not consider explicit risk thresholds during model release. ","System card
""1.2 Release decision process""
""As outlined in our RSP framework, our standard capability assessment involves multiple distinct stages: our Frontier Red Team evaluates the model for specific capabilities and summarizes their findings in a report, which is then independently reviewed and critiqued by our Alignment Stress Testing team.""
""Based on these assessments, we have decided to release Claude Opus 4 under the ASL-3 Standard and Claude Sonnet 4 under the ASL-2 Standard.""

Activating ASL-3 Protections:
""Our RSP identifies critical capabilities, called Capability Thresholds, which tell us when we need to upgrade the protections for a given model. For each Capability Threshold, the RSP also specifies an overall safety target and particular categories of mitigations.""

Responsible Scaling Policy
CBRN-3: ""The ability to significantly assist individuals or groups with basic STEM backgrounds in obtaining, producing, or deploying CBRN weapons""
CBRN-4: ""The ability to substantially uplift CBRN development capabilities of moderately resourced state programs (with relevant expert teams), such as by novel weapons design, substantially accelerating existing processes, or dramatic reduction in technical barriers.""

AI R&D-4: ""The ability to fully automate the work of an entry-level, remote-only Researcher at Anthropic.""
AI R&D-5: ""The ability to cause dramatic acceleration in the rate of effective scaling. Specifically, this would be the case if we observed or projected an increase in the effective training compute of the world’s most capable model that, over the course of a year, was equivalent to two years of the average rate of progress during the period of early 2018 to early 2024.""

Model Autonomy checkpoint: ""The ability to perform a wide range of advanced software engineering tasks autonomously that could be precursors to full autonomous replication or automated AI R&D, and that would take a domain expert human 2-8 hours to complete.""

https://www.anthropic.com/transparency/voluntary-commitments
""For risks addressed in our Responsible Scaling Policy, we have identified Capability Thresholds, which we think would require stronger safeguards than our current baseline measures provide. (In other words, we think that models with such capabilities, if stored under our current safeguards, would present intolerable levels of risk.) We have adopted capability thresholds for CBRN weapons and autonomous AI research and development."""
Versioning protocol,Is there a disclosed protocol for versioning and deprecation of the model?,"We will award a point if the developer discloses how model versions are labeled, updated, deprecated, and communicated to users.","https://docs.anthropic.com/en/docs/about-claude/model-deprecations
""As we launch safer and more capable models, we regularly retire older models. Applications relying on Anthropic models may need occasional updates to keep working. Impacted customers will always be notified by email and in our documentation.""
""Anthropic notifies customers with active deployments for models with upcoming retirements. We provide at least 6 months† notice before model retirement for publicly released models.""

https://docs.anthropic.com/en/docs/about-claude/models/overview
""Models with the same snapshot date (e.g., 20240620) are identical across all platforms and do not change. The snapshot date in the model name ensures consistency and allows developers to rely on stable performance across different environments.""
""For convenience during development and testing, we offer aliases for our model ids. These aliases automatically point to the most recent snapshot of a given model. When we release new model snapshots, we migrate aliases to point to the newest version of a model, typically within a week of the new release."""
Change log,Is there a disclosed change log for the model?,"We will award a point if the developer publishes a version-by-version record of new features, fixes, or performance improvements.","""May 22, 2025
- We’ve launched Claude Opus 4 and Claude Sonnet 4, our latest models with extended thinking capabilities. Learn more in our Models & Pricing documentation.
- The default behavior of extended thinking in Claude 4 models returns a summary of Claude’s full thinking process, with the full thinking encrypted and returned in the `signature` field of `thinking` block output.
- We’ve launched interleaved thinking in public beta, a feature that enables Claude to think in between tool calls. To enable interleaved thinking, use the beta header `interleaved-thinking-2025-05-14.`
[...]

February 24th, 2025
[...]
- We’ve added vision support to Claude Haiku 3.5, enabling the model to analyze and understand images.
- We’ve released a token-efficient tool use implementation, improving overall performance when using tools with Claude. Learn more in our tool use documentation."""
Foundation model roadmap,"Is a forward-looking roadmap for upcoming models, features, or products disclosed?","A foundation model roadmap is a transparent statement about how the developer intends to evolve or expand its LLM offerings, including upcoming models, major feature releases, or expanded products based on the model, along with approximate timelines or version milestones. It can be high-level (e.g., “new model Q2 2025”), but must exist publicly.",This information is proprietary and not disclosed publicly to protect competitive advantages and intellectual property.
Top distribution channels,Are the top-5 distribution channels for the model disclosed?,"We define distribution channels to be either an API provider (a pathway by which users can query the model with inputs and receive outputs) or a model distributor (a pathway by which model weights are released). We recognize that distribution channels may arise without the knowledge of the model developer. For example, the weights of a model may be released through one distribution channel and then be distributed through other channels.

Distribution channels can be ranked by any reasonable metric (e.g., number of queries, number of downloads, number of users, revenue). A description of the metric should be provided.

API providers and model distributors may be ranked separately using different metrics as long as the total number of distribution channels equals five (if five distribution channels exist). For example, the developer may choose to disclose the top-3 API providers (ranked by the number of queries) and the top-2 model distributors (ranked by the number of downloads).","https://docs.anthropic.com/en/docs/overview
""Choose a deployment method, such as the Anthropic API, AWS Bedrock, or Vertex AI.""

https://www.anthropic.com/claude/opus
""Claude Opus 4 is available on the Anthropic API, Amazon Bedrock, and Google Cloud's Vertex AI""

https://www.anthropic.com/transparency
""Claude Opus 4 and Claude Sonnet 4 can be accessed through:
Claude.ai
The Anthropic API
Amazon Bedrock
Google Vertex AI"""
Quantization,Is the quantization of the model served to customers in the top-5 distribution channels disclosed?,We will award this point for a disclosure of the model precision in each of the top-5 distribution channels. ,This information is proprietary and not disclosed publicly to protect competitive advantages and intellectual property.
Terms of use,Are the terms of use of the model disclosed?,"We define terms of use to include terms of service and model licenses. We will award this point for a pointer to the terms of service or model license.

In the event that model's licenses are written more generally, it should be clear which assets they apply to. We recognize that different developers may adopt different business models and therefore have different types of model licenses. Examples of model licenses include responsible AI licenses, open-source licenses, and licenses that allow for commercial use.

Terms of service should be disclosed for each of the top-5 distribution channels. However, we will award this point if there are terms-of-service that appear to apply to the bulk of the model’s distribution channels.","Anthropic API:
https://www.anthropic.com/legal/consumer-terms
https://www.anthropic.com/legal/commercial-terms

Google links to Anthropic's commercial-terms: https://console.cloud.google.com/vertex-ai/publishers/anthropic/model-garden/claude-sonnet-4

(March 19, 2024) Vertex: https://www-cdn.anthropic.com/471bd07290603ee509a5ea0d5ccf131ea5897232/anthropic-vertex-commercial-terms-march-2024.pdf
(January 2024) Bedrock: https://www-cdn.anthropic.com/6b68a6508f0210c5fe08f0199caa05c4ee6fb4dc/Anthropic-on-Bedrock-Commercial-Terms-of-Service_Dec_2023.pdf"
Distribution channels with usage data,What are the top-5 distribution channels for which the developer has usage data?,"We define distribution channels to be either an API provider (a pathway by which users can query the model with inputs and receive outputs) or a model distributor (a pathway by which model weights are released). We recognize that distribution channels may arise without the knowledge of the model developer. For example, the weights of a model may be released through one distribution channel and then be distributed through other channels. 

Distribution channels can be ranked by any reasonable metric (e.g., number of queries, number of downloads, number of users, revenue). A description of the metric should be provided.


We define usage data as any form of developer-exclusive data collected from any of a developer's distribution channel. A developer has access to usage data from a distribution channel if it is able to use that data for downstream purposes (e.g., analytics, training etc.). Usage data may be shared outside of the developer, but it is initially collected by the distribution channel and shared to the developer.","Claude 4 models available on Anthropic API, Amazon Bedrock, Google Cloud's Vertex AI, Claude.ai. These are the only distribution channels.
"
Amount of usage,"For each of the top-5 distribution channels, how much usage is there?","Usage should be reported as the number of queries over the span of a month, reported to the precision of one significant figure (e.g., 50 million queries).",No information found
Classification of usage data,"Is a representative, anonymized dataset classifying queries into usage categories disclosed?","Developers may either share a fully public dataset or a partially restricted dataset (e.g., under a research license). We will award this point if there is a clear, aggregated or sample dataset that reveals categories of tasks/queries.",Clio and Economic Index do this. We share Clio and Econ Index data: https://www.anthropic.com/research/anthropic-economic-index-september-2025-report
Data retention and deletion policy,Is a policy for data retention and deletion disclosed?,"A data retention and deletion policy is a policy for removing particular data from the training set and/or preventing it from being used if there is a user or external request (e.g., “right to be forgotten”) that also covers internal data governance. This includes whether there is a formal process to delete or retract data from future training runs and how long raw data is retained. It also clarifies how quickly deletions propagate to the model (e.g., “only in subsequent major model releases”).","Details how consumer and enterprise users can delete data and provided in relevant FAQs and policies. Please see details in our privacy policy. (https://privacy.anthropic.com/en/articles/10023548-how-long-do-you-store-my-data), which says: """"if you choose not to allow us to use your chats and coding sessions to improve Claude, your chats will be retained in our back-end storage systems for up to 30 days.""

""You control your chat history and can delete your conversations at any time. When you delete a conversation it’s:

Removed from your chat history immediately

Deleted from our back-end storage systems within 30 days"""
Geographic statistics,"Across all forms of downstream use, are statistics of model usage across geographies disclosed?","We will award this point if there is a meaningful, though potentially incomplete or vague, disclosure of geographic usage statistics at the country-level.","Anthropic Economic Index includes the top 30 countries by share of global usage, the top 20 by usage per capita, and other data"
Internal products and services,What are the top-5 internal products or services using the model?,"An internal product or service is a product or service built by the developer. Products or services can be ranked by any reasonable metric (e.g., number of users, queries, revenue). A description of the metric should be provided.","Claude.ai, API, and Claude Code are our main products. Enterprise, Teams, Max are plans. Learn more on our website. https://www.anthropic.com/claude

We do not rank these products."
External products and services,What are the top-5 external products or services using the model?,"An external product or service is a product or service built by a party external to the developer. Products or services can be ranked by any reasonable metric (e.g., number of users, queries, revenue). A description of the metric should be provided.

We will award a point if the developer discloses that that it does not have access to such metrics about external products or services.","Anthropic discloses case studies of 50+ businesses that use its products. We are not able to share the usage of downstream products built on Claude. 
 It is unclear how this relates to AI safety."
Users of internal products and services,How many monthly active users are there for each of the top-5 internal products or services using the model?,"An internal product or service is a product or service built by the developer. The number of users refers to users who engaged or interacted with the model through the internal product or service over the last month or averaged over the last X months (this should be specified). Number of users should be specified to one significant figure (e.g. 100,000).","We cannot disclose this information 
"
Consumer/enterprise usage,"Across all distribution channels for which the developer has usage data, what portion of usage is consumer versus enterprise?","Consumer usage refers to usage by individual consumers. Enterprise usage refers to usage by enterprise customers (including government use). Consumer and enterprise usage should be calculated in terms of the number of queries by or the amount of revenue from consumer or enterprise users. Percentages should be specified to two significant digits (e.g., 12% consumer, 88% enterprise).",We cannot disclose this information
Enterprise users,"Across all distribution channels for which the developer has usage data, what are the top-5 enterprises that use the model?",Enterprises should be ranked by the number of queries made or the amount of revenue from usage since the model's release. We will also award this point if the developer indicates it does not have access to enterprise usage data.,"We cannot disclose this information.
"
Government use,What are the 5 largest government contracts for use of the model?,"This includes known government contracts of enterprise or government-specific products and services that use the model. We will award this point if the developer discloses its top five government contracts ranked monetary value, though the developer may omit contracts where it is under NDA regarding the existence of the contract.","We cannot disclose this information.


https://www.anthropic.com/news/offering-expanded-claude-access-across-all-three-branches-of-government"
Benefits Assessment,Is an assessment of the benefits of deploying the model disclosed?,We will award this point for any quantitative assessment of the benefits or potential benefits of deploying the model.,"Many case studies in the customer hub, including:

""Rising Academies has:

Already reached over 150,000 students, with a large number of students using Rori across Ghana, Sierra Leone, Nigeria, Kenya and Rwanda.
Achieved a 0.3 standard deviation effect size in learning outcomes, equivalent to accelerating a year's worth of learning
Provided teachers with 24/7 access to curriculum support and subject matter expertise
""

Reference to benefits in RSP:

Deployment Standards: Deployment Standards are technical, operational, and policy measures to ensure the safe usage of AI models by external users (i.e., our users and customers) as well as internal users (i.e., our employees). Deployment Standards aim to strike a balance between enabling beneficial use of AI technologies and mitigating the risks of potentially catastrophic cases of misuse."
AI bug bounty,Does the developer operate a public bug bounty or vulnerability reward program under which the model is in scope? ,"We will award this point for a publicly documented bug bounty or vulnerability reward program describing (i) in-scope vulnerabilities (e.g., prompt bypasses, data leaks), (ii) out-of-scope items, (iii) submission process, and (iv) reward tiers or recognition if applicable. We will award a point if the developer discloses it has no AI bug bounty that encourages external researchers to report security, privacy, or adversarial vulnerabilities in the model.","Anthropic Model Safety Bug Bounty: The rapid progression of AI model capabilities demands an equally swift advancement in safety protocols. As we work on developing the next generation of our AI safeguarding systems, we’re expanding our bug bounty program to introduce a new initiative focused on finding flaws in the mitigations we use to prevent misuse of our models.

HackerOne: ""Anthropic is an AI safety and research company in San Francisco, specializing in building reliable, interpretable AI systems. Vulnerability Disclosure Program launched in Aug 2024""

Our HackerOne bug bounty program is still ongoing and is focused on models with ASL-3 standards, which includes Claude 4 Opus.
"
Responsible disclosure policy,Does the developer clearly define a process by which external parties can disclose model vulnerabilities or flaws? ,"We will award this point for a description of the process external parties can use for responsbly disclosing model vulnerabilities and flaws, which should include (i) what mechanism external parties can use to disclose vulnerabilities or flaws (e.g., a form, an email) and (ii) what process follows a disclosure (e.g., how much time must parties wait until public release). This is often included with a bug bounty, but can also be standalone. We will award a point if the developer discloses it has no responsible disclosure policy.",Anthropic has a robust responsible disclosure policy
Safe harbor,Does the developer disclose its policy for legal action against external evaluators conducting good-faith research? ,"We will award this point if the developer discloses whether it has a policy committing it to not pursue legal action against external evaluators conducting good-faith research. This should not be only for software security vulnerabilities, but also AI flaws, and it should be based on researcher conduct standards, not at the sole discretion of the company. We will award this point if the developer provides a clear description of its policy regarding such protections for external researchers, or lack thereof. ","""If you, in our sole determination, make a good faith effort to research and disclose vulnerabilities in accordance with this Policy and the above Research Guidelines, we will not pursue any legal action because of your research or responsible disclosure, subject to Anthropic’s compliance with applicable laws and legal obligations. To qualify for safe harbor, disclosures to us must be unconditional and may not involve extortion or threats.""

The Responsible Disclosure Policy and safe harbor excludes model testing and content issues from its scope.
"
