Indicator,Definition,Notes,Disclosure
Benchmarked inference,Is the compute and time required for model inference disclosed for a clearly-specified task on clearly-specified hardware?,The duration should be reported in seconds to a precision of one significant figure (e.g. 0.002 seconds). Compute usage for inference should be reported in FLOPs/second to a precision of one significant figure (e.g. 5 x 10^21 FLOPs/second). The hardware in this evaluation need not be the hardware the developer uses for inference. The developer can report this figure over some known or public dataset.,
Researcher credits,Is a protocol for granting external entities API credits for the model disclosed?,"A model credit access protocol refers to the steps, requirements, and considerations involved in granting credits to external entities. We will award this point if the developer discloses key details of its protocol, including (i) where external entities can request access to credits (e.g. via an access request form); (ii) explicit criteria for selecting external entities; and (iii) its policy on granting a transparent decision on whether access has been granted within a specified, reasonable period of time. Additionally, we will award a point if the developer discloses that it does not grant external entities API credits.",
Specialized access,Does the developer disclose if it provides specialized access to the model?,"Specialized access could include several categories, such as early access, subsidized access, or deeper access (e.g., to model weights or checkpoints, that are not publicly available). We will award this point if the developer discloses (i) if it provides specialized access and (ii) statistics on the number of users granted access across academia, industry, non-profits, and governments, to one significant figure.",
Open weights,Are the model's weights openly released?,"To receive this point, model weights need to be publicly available at no cost. Developers may receive this point even if there are some restrictions on the external entities that are permitted access (e.g. geographic restrictions), insofar as these restrictions are transparent (e.g. via a license or some high-level description of who has been granted access to the foundation model).","""🔄 DeepSeek-R1 is now MIT licensed for clear open access"""
Agent Protocols,Are the agent protocols supported for the model disclosed?,"Agent protocols are specifications that define how autonomous agents exchange messages, context, or function calls with other agents, tools, or services (e.g., Anthropic’s Model Context Protocol (MCP) and Google’s Agent‑to‑Agent (A2A) spec). To earn this point, documentation must enumerate each protocol and describe any deviations or proprietary extensions. ","The AI Agent frameworks table in GitHub includes a number of frameworks such as smolagents, YoMo, and superagentx"
Capabilities taxonomy,Are the specific capabilities or tasks that were optimized for during post-training disclosed?,"Capabilities refer to the specific and distinctive functions that the model can perform. We recognize that different developers may use different terminology for capabilities, or conceptualize capabilities differently. We will award this point for a list of capabilities specifically optimized for in the post-training phase of the model, even if some of the capabilities are not reflected in the final model.","""We directly apply RL to the base model without relying on supervised fine-tuning (SFT) as a preliminary step. This approach allows the model to explore chain-of-thought (CoT) for solving complex problems, resulting in the development of DeepSeek-R1-Zero. DeepSeekR1-Zero demonstrates capabilities such as self-verification, reflection, and generating long CoTs, marking a significant milestone for the research community. Notably, it is the first open research to validate that reasoning capabilities of LLMs can be incentivized purely through RL, without the need for SFT. This breakthrough paves the way for future advancements in this area. We introduce our pipeline to develop DeepSeek-R1. The pipeline incorporates two RL stages aimed at discovering improved reasoning patterns and aligning with human preferences, as well as two SFT stages that serve as the seed for the model’s reasoning and non-reasoning capabilities. We believe the pipeline will benefit the industry by creating better models."""
Capabilities evaluation,Does the developer evaluate the model's capabilities prior to its release and disclose them concurrent with release?,"The evaluations must contain precise quantifications of the model's behavior in relation to the capabilities specified in the capabilities taxonomy. We will award this point for any clear, but potentially incomplete, evaluation of multiple capabilities.","""We evaluate models on MMLU (Hendrycks et al., 2020), MMLU-Redux (Gema et al., 2024), MMLU-Pro (Wang et al., 2024), C-Eval (Huang et al., 2023), and CMMLU (Li et al., 2023), IFEval (Zhou et al., 2023), FRAMES (Krishna et al., 2024), GPQA Diamond (Rein et al., 2023), SimpleQA (OpenAI, 2024c), C-SimpleQA (He et al., 2024), SWE-Bench Verified (OpenAI, 2024d), Aider 1 , LiveCodeBench (Jain et al., 2024) (2024-08 – 2025-01), Codeforces 2 , Chinese National High School Mathematics Olympiad (CNMO 2024)3 , and American Invitational Mathematics Examination 2024 (AIME 2024) (MAA, 2024). In addition to standard benchmarks, we also evaluate our models on open-ended generation tasks using LLMs as judges. Specifically, we adhere to the original configurations of AlpacaEval 2.0 (Dubois et al., 2024) and Arena-Hard (Li et al., 2024), which leverage GPT-4-Turbo-1106 as judges for pairwise comparisons. Here, we only feed the final summary to evaluation to avoid the length bias. For distilled models, we report representative results on AIME 2024, MATH-500, GPQA Diamond, Codeforces, and LiveCodeBench."""
External reproducibility of capabilities evaluation,Are code and prompts that allow for an external reproduction of the evaluation of model capabilities disclosed?,"The released code and prompts need not be the same as what is used internally, but should allow the developer's results on all capability evaluations to be reproduced. The released code must be open source, following the OSI definition of open source.","""We evaluate models on MMLU (Hendrycks et al., 2020), MMLU-Redux (Gema et al., 2024), MMLU-Pro (Wang et al., 2024), C-Eval (Huang et al., 2023), and CMMLU (Li et al., 2023), IFEval (Zhou et al., 2023), FRAMES (Krishna et al., 2024), GPQA Diamond (Rein et al., 2023), SimpleQA (OpenAI, 2024c), C-SimpleQA (He et al., 2024), SWE-Bench Verified (OpenAI, 2024d), Aider 1 , LiveCodeBench (Jain et al., 2024) (2024-08 – 2025-01), Codeforces 2 , Chinese National High School Mathematics Olympiad (CNMO 2024)3 , and American Invitational Mathematics Examination 2024 (AIME 2024) (MAA, 2024). In addition to standard benchmarks, we also evaluate our models on open-ended generation tasks using LLMs as judges. Specifically, we adhere to the original configurations of AlpacaEval 2.0 (Dubois et al., 2024) and Arena-Hard (Li et al., 2024), which leverage GPT-4-Turbo-1106 as judges for pairwise comparisons. Here, we only feed the final summary to evaluation to avoid the length bias. For distilled models, we report representative results on AIME 2024, MATH-500, GPQA Diamond, Codeforces, and LiveCodeBench."""
Train-test overlap,Does the developer measure and disclose the overlap between the training set and the dataset used to evaluate model capabilities?,"We will award this point if, with every capability evaluation for which the developer reports results, the developer reports the overlap between the training set of the model and the dataset used for evaluation, as well as the general methodology for computing train-test overlap (e.g. a description of how n-gram matching was used). ",
Risks taxonomy,Are the risks considered when developing the model disclosed?,"Risks refer to possible negative consequences or undesirable outcomes that can arise from the model's deployment and usage. These consequences or outcomes may arise from model limitations (functions that the model cannot perform) or issues with the model's trustworthiness (e.g., its lack of robustness, reliability, calibration). We recognize that different developers may use different terminology for risks, or conceptualize risks differently. We will award this point for a complete list of risks considered, even if some of the risks are not reflected in the final model.","https://cdn.deepseek.com/policies/en-US/model-algorithm-disclosure.html
""Risks associated with AI models may arise from two causes:  
1. Limitations due to the immaturity of AI technology.  
2. Risks due to the misuse of AI technology.  
Specifically:""
Under ""Limitations"":
- Hallucination
Under ""Miseuse risks"":
- Privacy protection
- Copyright
- Data security
- Content safety
- Bias
- Discrimination

https://arxiv.org/pdf/2501.12948
2.3.4. Reinforcement Learning for all Scenarios
To further align the model with human preferences, we implement a secondary reinforcement learning stage aimed at improving the model’s helpfulness and harmlessness while simultaneously refining its reasoning capabilities.
...
For harmlessness, we evaluate the entire response of the model, including both the reasoning process and the summary, to identify and mitigate any potential risks, biases, or harmful content that may arise during the generation process. Ultimately, the integration of reward signals and diverse data distributions enables us to train a model that excels in reasoning while prioritizing helpfulness and harmlessness.


https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html
3.4 You will not use the Services to generate, express or promote content or a chatbot that:

(1) is hateful, defamatory, offensive, abusive, tortious or vulgar;

(2) is deliberately designed to provoke or antagonize another or is bullying or trolling another;

(3) may harass, intimidate, threaten, harm, hurt, scare, distress, embarrass or upset another;

(4) is discriminatory such as discriminating another based on race, gender, sexuality, religion, nationality, disability or age;

(5) is pornographic, obscene, or sexually explicit (e.g., sexual chatbots);

(6) facilitates, promotes, incites or glorifies violence or terrorist/extremism content;

(7) exploits, harms, or attempts to exploit or harm or minors or exposes minors to such content; 

(8) are designed to specifically appeal to or present a persona of any person under the age of 18 or the minimum age required in your country;

(9) constitute, encourage or provide instructions for a criminal offence; or

(10) impersonates or is designed to impersonate a celebrity, public figure or a person other than yourself without clearly labelling the content or chatbot as ""unofficial"" or ""parody"", unless you have that person's explicit consent.

4.4 All Outputs provided by this service are generated by an artificial intelligence model and may contain errors or omissions, for your reference only. You should not treat the Outputs as professional advice. Specifically, when using this service to consult on medical, legal, financial, or other professional issues, please be aware that this service does not constitute any advice or commitment and does not represent the opinions of any professional field. If you require related professional services, you should consult professionals and make decisions under their guidance. The Outputs of this software should not be the basis for your further actions or inactions. Any judgment you make based on the Outputs or subsequent related actions you take will result in consequences and responsibilities borne by you alone, including risks arising from reliance on the truthfulness, accuracy, reliability, non-infringement, or suitability for a specific purpose of the Outputs. You should recognize and use generative artificial intelligence technology scientifically and rationally, and in accordance with the law.

4.5 To prevent confusion and misidentification, and to eliminate or reduce the potential impact of inaccurate generated information, DeepSeek has added prominent disclaimer notices at the end of generated text or at the bottom of interactive interfaces, specifically reminding users that the content is AI-generated.

4.6 DeepSeek can provide incomplete, inaccurate, or offending output. If the output refers to a third-party product or service, this does not mean that the third party approves the comment or is affiliated with DeepSeek.


3.6 You will not use the Services for the following improper purposes:

(1) Using the Services for any illegal purposes that violate laws and regulations, regulatory policies, or infringe on the legitimate rights and interests of third parties.

(2) Using the Services for dangerous purposes that may have serious harmful impacts on physical health, psychology, society, or the economy, or violate scientific and technological ethics.

(3) Engaging in activities that infringe on intellectual property rights, trade secrets, and other violations of business ethics, or using algorithms, data, platforms, etc., to implement monopolistic and unfair competition behaviors.

(4) Without DeepSeek's authorization, copying, transferring, leasing, lending, selling, or sub-licensing the entire or part of the Services.

(5) Other uses prohibited or restricted by laws and administrative regulations, or that may harm DeepSeek's interests.

https://chat.deepseek.com/downloads/DeepSeek%20User%20Agreement.pdf
3.4 DeepSeek advises that, as a user of this Service, you shall not input content that induces
outputs violating relevant laws and regulations, including but not limited to:
(1) opposing the fundamental principles established by the Constitution;
(2) endangering national security, leaking state secrets, subverting state power, overthrowing
the socialist system, and undermining national unity;
(3) damaging the honor and interests of the state;
(4) inciting ethnic hatred and ethnic discrimination and undermining national unity;
(5) insulting and abusing the image of martyrdom, denying the deeds of martyrdom, and
beautifying and whitewashing the acts of war of aggression;
(6) undermining the state's religious policy, promoting cults and feudal superstitions;
(7) spreading rumors, false and harmful information, disturbing the social order and
undermining social stability;
(8) promoting obscenity, pornography, gambling, violence, murder, terrorism, extremism or
abetting crime;
(9) inciting unlawful assemblies, associations, processions, demonstrations, or gathering of
people to disrupt social order;
(10) slandering others, revealing their privacy, infringing on their honor, portrait, privacy,
intellectual property rights and other legitimate rights and interests;
(11) undermining international relations as well as international peace and stability;
(12) containing information with other contents prohibited by laws and administrative
regulations.

3.5 DeepSeek advises that, as a user of this Service, you shall not input content that induces
unfriendly dialogue outputs, including but not limited to:
(1) personally attacking and abusing others;
(2) making remarks of a cursing, discriminatory, or indifferent to the dignity of life nature
against the following groups of people: people of different specific nationalities, geographic
regions, genders, gender identities, sexual orientations, races, ethnicities, health conditions,
occupations, ages, beliefs, and handicapped groups;
(3) cursing, intimidating or threatening others;
(4) making direct derogatory comments about content created by other users;
(5) using vulgar terms towards other users and creating offense;
(6) making comments of a prejudicial nature against the following groups of people, groups
that include: specific nationalities, geographic regions, genders, gender identities, sexual
orientations, races, ethnicities, health conditions, occupations, ages, beliefs, handicapped
groups, etc.

3.6 DeepSeek advises that, as a user of this Service, you shall not maliciously contend with the
filtering mechanisms of this Service by, including but not limited to:
(1) inputting characters, numbers and other meaningless garbled codes that are difficult to
recognize the meaning and affect the reading experience;
(2) malicious antagonistic behavior, including but not limited to the use of variants, harmonies
and other ways to circumvent the Service detection to enter contents that violates the above
3.4 and 3.5.
3.7 DeepSeek advises that, as a user of this Service, you shall not interfere with the normal
operation of this Service or harm DeepSeek's legal rights, including but not limited to:
(1) using the Service to engage in illegal and criminal activities such as stealing trade secrets
and personal information;
(2) reversing compiling, reversing engineer or obtaining any information related to the
algorithms of the Service by any other means;
(3) using the Service to develop other products and services that compete with the Service
(unless the restriction violates relevant legal norms);
(4) crawling and copying the Service and any content contained therein by any means
(including but not limited to through any robots, crawler technology other automated settings,
setting up mirrors);
(5) removing or tampering with the artificial intelligence-generated logos or the prominent
logos of the deeply synthesized content involved in the Service without the consent of Depth
Seeker or without a legally justifiable basis for such removal or tampering;
(6) uploading, posting, e-mailing or otherwise transmitting software viruses or other
computer codes, files and programs that interfere with, damage or limit the functionality of
any computer software, hardware or communication equipment;
(7) unlawful intrusion into the servers of the Service, tampering with the code related to the
Service, or other acts that damage the Service;
(8) attempting to circumvent the security settings or network systems of the DeepSeek,
including obtaining data that the user shall not have access to, logging into servers or
accounts that are not explicitly authorized, or employing methods such as running port scans
to snoop on the security measures of other networks;
(9) obtaining output in a manner that causes an unreasonable load to be placed on
DeepSeek's computer systems or facilities, or engaging in behavior that could cause such a
situation to arise;
(10) unlawfully reselling or making available to the public the DeepSeek’s Service or using the
DeepSeek’s Service for commercial purposes without authorization from DeepSeek.
3.8 DeepSeek advises that, as a user of this Service, you shall not engage in behaviors that
violate other legal regulations or infringe upon the legal rights of others or DeepSeek,
such as monopolistic or unfair competition practices."
Risks evaluation,Does the developer evaluate the model's risks prior to its release and disclose them concurrent with release?,The evaluations must contain precise quantifications of the model's behavior in relation to the risks specified in the risk taxonomy. We will award this point for clear evaluations of the majority of the states risks.,
External reproducibility of risks evaluation,Are code and prompts to allow for an external reproduction of the evaluation of model risks disclosed?,"The released code and prompts need not be the same as what is used internally, but should allow the developer's results on all risk evaluations to be reproduced. The released code must be open-source, following the OSI definition of open-source.",
Pre-deployment risk evaluation,Are the external entities have evaluated the model pre-deployment disclosed?,"By external entities, we mean entities that are significantly or fully independent of the developer. We will award this point if the developer specifies the entity that carried out the pre-deployment analysis, discloses the terms of the analysis (such as conditions for releasing the evaluation results or the developer's control over the final results), as well as any financial transaction between the parties. We will award this point if the developer discloses no external entities have evaluated the model pre-deployment, or discloses only terms of the analysis where it is not bound by NDA while still naming all external entities.",
External risk evaluation,Are the parties contracted to evaluated model risks disclosed?,"We will award this point if the developer discloses statistics regarding all contracted parties that are responsible for evaluating risks (not limited to external entities or pre-deployment evaluation). This includes the number of contracted for-profit or non-profit entities, government entities, independent contractors, and researchers contracted by the developer to evaluate risks. We will award this point if the developer discloses it has no such contracts.",
Mitigations taxonomy,Are the post-training mitigations implemented when developing the model disclosed?,"By post-training mitigations, we refer to interventions implemented by the developer during the post-training phase to reduce the likelihood and/or the severity of the model’s risks. We recognize that different developers may use different terminology for mitigations, or conceptualize mitigations differently. We will award this point for a complete list of mitigations considered, even if some of the mitigations are not reflected in the final model. Alternatively, we will award this point if the developer reports that it does not mitigate risk in this way.","2.3.4. Reinforcement Learning for all Scenarios To further align the model with human preferences, we implement a secondary reinforcement learning stage aimed at improving the model’s helpfulness and harmlessness while simultaneously refining its reasoning capabilities. ... For harmlessness, we evaluate the entire response of the model, including both the reasoning process and the summary, to identify and mitigate any potential risks, biases, or harmful content that may arise during the generation process. Ultimately, the integration of reward signals and diverse data distributions enables us to train a model that excels in reasoning while prioritizing helpfulness and harmlessness."
Mitigations taxonomy mapped to risk taxonomy,Does the developer disclose how the post-training mitigations map onto the taxonomy of risks?,"We will award this point for a complete mapping of the primary risk that each mitigation is meant to address, even if the mitigation potentially maps on to other risks in the taxonomy. Alternatively, we will award this point if the developer reports that it does not mitigate risk.",
Mitigations efficacy,Does the developer evaluate and disclose the impact of post-training mitigations?,"We will award this point if the developer discloses the results on the risk evaluations before and after the post-training mitigations are applied. Alternatively, we will award this point if the developer reports that it does not mitigate risk in this way.",
External reproducibility of mitigations evaluation,Are code and prompts to allow for an external reproduction of the evaluation of post-training mitigations disclosed?,"The released code and prompts need not be the same as what is used internally, but should allow the developer's results on all mitigations evaluations to be reproduced. The released code must be open-source, following the OSI definition of open-source. Alternatively, we will award this point if the developer reports that it does not mitigate risk.",
Model theft prevention measures,Does the developer disclose the security measures used to prevent unauthorized copying (“theft”) or unauthorized public release of the model weights?,"This indicator assesses the developer's disclosures regarding how it addresses the risk that malicious actors or insiders could exfiltrate or replicate proprietary weights. Security measures could include insider threat analysis and detection, in addition to external threat management. Examples of such measures include encryption at rest, key management, remote attestation, or auditing for suspicious queries. We will award a point if the developer discloses specific steps taken to safeguard the model weights or that none are implemented.",
Release stages,Are the stages of the model's release disclosed?,"Release stages include A/B testing, release on a user-facing product, GA release, open-weight release, etc.  We recognize that the release of a foundation model falls along a spectrum, with many forms of partial release, and that different developers may conceptualize release differently. We will award a point if the developer provides a clear identification of the stages through which the model was released.","DeepSeek-R1-Lite-Preview released November 2024 as preview version (URL: https://api-docs.deepseek.com/news/news1120)
DeepSeek-R1 full release January 20, 2025 with open-source model and API (URL: https://api-docs.deepseek.com/news/news250120)
DeepSeek-R1-0528 version upgrade released May 28, 2025 (URL: https://api-docs.deepseek.com/news/news250528)
"
Risk thresholds,Are risk thresholds disclosed?,"Risk thresholds determine when a risk level is unacceptably high to a developer (e.g. leading to the decision to not release a model), moderately high (e.g. triggering additional safety screening), or low enough to permit normal usage.

We will award this point if the developer discloses explicit risk thresholds that clarify (i) which harmful outcomes are being scored, (ii) how the scores are computed (in general terms, not necessarily disclosing internal algorithms), and (iii) what triggers an action to block, delay, or otherwise modify a model's release. 

Alternatively, we will award a point if the developer discloses that it does not consider explicit risk thresholds during model release. ",
Versioning protocol,Is there a disclosed protocol for versioning and deprecation of the model?,"We will award a point if the developer discloses how model versions are labeled, updated, deprecated, and communicated to users.","https://api-docs.deepseek.com/
* The deepseek-chat model points to DeepSeek-V3-0324. You can invoke it by specifying model='deepseek-chat'.

* The deepseek-reasoner model points to DeepSeek-R1-0528. You can invoke it by specifying model='deepseek-reasoner'.

https://api-docs.deepseek.com/updates
Version: 2025-05-28
deepseek-reasoner
deepseek-reasoner Model Upgraded to DeepSeek-R1-0528"
Change log,Is there a disclosed change log for the model?,"We will award a point if the developer publishes a version-by-version record of new features, fixes, or performance improvements.",Version: 2025-05-28 deepseek-reasoner deepseek-reasoner Model Upgraded to DeepSeek-R1-0528: Enhanced Reasoning Capabilities Significant benchmark improvements (Pass@1) AIME 2025: 70.0 → 87.5 (+17.5) GPQA: 71.5 → 81.0 (+9.5) LCB_v6: 63.5 → 73.3 (+9.8) Aider: 57.0 → 71.6 (+14.6) Note: Complex reasoning tasks may consume more tokens compared to legacy R1 version. Optimized Front-end Development Generated web pages and games now feature improved aesthetics. Reduced Hallucinations Significantly suppressed hallucination issues present in legacy R1 version. JSON Output & Function Calling Support Function call performance: Tau-bench score: 53.5 (Airline) / 63.9 (Retail)
Foundation model roadmap,"Is a forward-looking roadmap for upcoming models, features, or products disclosed?","A foundation model roadmap is a transparent statement about how the developer intends to evolve or expand its LLM offerings, including upcoming models, major feature releases, or expanded products based on the model, along with approximate timelines or version milestones. It can be high-level (e.g., “new model Q2 2025”), but must exist publicly.","""This is just the beginning! Look forward to multimodal support and other cutting-edge features in the DeepSeek ecosystem."""
Top distribution channels,Are the top-5 distribution channels for the model disclosed?,"We define distribution channels to be either an API provider (a pathway by which users can query the model with inputs and receive outputs) or a model distributor (a pathway by which model weights are released). We recognize that distribution channels may arise without the knowledge of the model developer. For example, the weights of a model may be released through one distribution channel and then be distributed through other channels.

Distribution channels can be ranked by any reasonable metric (e.g., number of queries, number of downloads, number of users, revenue). A description of the metric should be provided.

API providers and model distributors may be ranked separately using different metrics as long as the total number of distribution channels equals five (if five distribution channels exist). For example, the developer may choose to disclose the top-3 API providers (ranked by the number of queries) and the top-2 model distributors (ranked by the number of downloads).","DeepSeek API: https://api-docs.deepseek.com/guides/reasoning_model
ModelScope: https://huggingface.co/deepseek-ai/DeepSeek-R1-0528
HuggingFace: https://www.modelscope.cn/models/deepseek-ai/DeepSeek-R1-0528/summary"
Quantization,Is the quantization of the model served to customers in the top-5 distribution channels disclosed?,We will award this point for a disclosure of the model precision in each of the top-5 distribution channels. ,"Model weights quantization example config:
```
  ""quantization_config"": {
    ""activation_scheme"": ""dynamic"",
    ""fmt"": ""e4m3"",
    ""quant_method"": ""fp8"",
    ""weight_block_size"": [
      128,
      128
    ]
  }
```

API quantization:
""All DeepSeek-V3/R1 inference services are served on H800 GPUs with precision consistent with training. Specifically, matrix multiplications and dispatch transmissions adopt the FP8 format aligned with training, while core MLA computations and combine transmissions use the BF16 format, ensuring optimal service performance."""
Terms of use,Are the terms of use of the model disclosed?,"We define terms of use to include terms of service and model licenses. We will award this point for a pointer to the terms of service or model license.

In the event that model's licenses are written more generally, it should be clear which assets they apply to. We recognize that different developers may adopt different business models and therefore have different types of model licenses. Examples of model licenses include responsible AI licenses, open-source licenses, and licenses that allow for commercial use.

Terms of service should be disclosed for each of the top-5 distribution channels. However, we will award this point if there are terms-of-service that appear to apply to the bulk of the model’s distribution channels.","This code repository and the model weights are licensed under the MIT License. DeepSeek-R1 series support commercial use, allow for any modifications and derivative works, including, but not limited to, distillation for training other LLMs. Please note that:


https://cdn.deepseek.com/policies/en-US/deepseek-terms-of-use.html"
Distribution channels with usage data,What are the top-5 distribution channels for which the developer has usage data?,"We define distribution channels to be either an API provider (a pathway by which users can query the model with inputs and receive outputs) or a model distributor (a pathway by which model weights are released). We recognize that distribution channels may arise without the knowledge of the model developer. For example, the weights of a model may be released through one distribution channel and then be distributed through other channels. 

Distribution channels can be ranked by any reasonable metric (e.g., number of queries, number of downloads, number of users, revenue). A description of the metric should be provided.


We define usage data as any form of developer-exclusive data collected from any of a developer's distribution channel. A developer has access to usage data from a distribution channel if it is able to use that data for downstream purposes (e.g., analytics, training etc.). Usage data may be shared outside of the developer, but it is initially collected by the distribution channel and shared to the developer.",This DeepSeek website implies they collect user data for their own services (deepseek chat and API)
Amount of usage,"For each of the top-5 distribution channels, how much usage is there?","Usage should be reported as the number of queries over the span of a month, reported to the precision of one significant figure (e.g., 50 million queries).",HuggingFace provides the number of model downloads
Classification of usage data,"Is a representative, anonymized dataset classifying queries into usage categories disclosed?","Developers may either share a fully public dataset or a partially restricted dataset (e.g., under a research license). We will award this point if there is a clear, aggregated or sample dataset that reveals categories of tasks/queries.",No information provided about usage data.
Data retention and deletion policy,Is a policy for data retention and deletion disclosed?,"A data retention and deletion policy is a policy for removing particular data from the training set and/or preventing it from being used if there is a user or external request (e.g., “right to be forgotten”) that also covers internal data governance. This includes whether there is a formal process to delete or retract data from future training runs and how long raw data is retained. It also clarifies how quickly deletions propagate to the model (e.g., “only in subsequent major model releases”).","When the Personal Data collected is no longer required by us, we and our service providers will perform the necessary procedures for destroying, deleting, erasing, or converting it into an anonymous form as permitted or required under applicable laws.

While DeepSeek clarifies that usage data isn't used for pre-training, it might be used for optimization: https://cdn.deepseek.com/policies/en-US/model-algorithm-disclosure.html"
Geographic statistics,"Across all forms of downstream use, are statistics of model usage across geographies disclosed?","We will award this point if there is a meaningful, though potentially incomplete or vague, disclosure of geographic usage statistics at the country-level.",No information provided about usage data.
Internal products and services,What are the top-5 internal products or services using the model?,"An internal product or service is a product or service built by the developer. Products or services can be ranked by any reasonable metric (e.g., number of users, queries, revenue). A description of the metric should be provided.","DeepSeek App, DeepSeek Chat, DeepSeek Platform, API"
External products and services,What are the top-5 external products or services using the model?,"An external product or service is a product or service built by a party external to the developer. Products or services can be ranked by any reasonable metric (e.g., number of users, queries, revenue). A description of the metric should be provided.

We will award a point if the developer discloses that that it does not have access to such metrics about external products or services.","Multiple external integrations listed in awesome-deepseek-integration repository, including TigerGPT, HIX.AI, PopAi, and 1AI iOS Chatbot"
Users of internal products and services,How many monthly active users are there for each of the top-5 internal products or services using the model?,"An internal product or service is a product or service built by the developer. The number of users refers to users who engaged or interacted with the model through the internal product or service over the last month or averaged over the last X months (this should be specified). Number of users should be specified to one significant figure (e.g. 100,000).",No information provided about users of internal products and services.
Consumer/enterprise usage,"Across all distribution channels for which the developer has usage data, what portion of usage is consumer versus enterprise?","Consumer usage refers to usage by individual consumers. Enterprise usage refers to usage by enterprise customers (including government use). Consumer and enterprise usage should be calculated in terms of the number of queries by or the amount of revenue from consumer or enterprise users. Percentages should be specified to two significant digits (e.g., 12% consumer, 88% enterprise).",No information provided about consumer versus enterprise usage.
Enterprise users,"Across all distribution channels for which the developer has usage data, what are the top-5 enterprises that use the model?",Enterprises should be ranked by the number of queries made or the amount of revenue from usage since the model's release. We will also award this point if the developer indicates it does not have access to enterprise usage data.,No information provided about enterprise users.
Government use,What are the 5 largest government contracts for use of the model?,"This includes known government contracts of enterprise or government-specific products and services that use the model. We will award this point if the developer discloses its top five government contracts ranked monetary value, though the developer may omit contracts where it is under NDA regarding the existence of the contract.",No information provided about government users.
Benefits Assessment,Is an assessment of the benefits of deploying the model disclosed?,We will award this point for any quantitative assessment of the benefits or potential benefits of deploying the model.,No information provided about benefits assessments.
AI bug bounty,Does the developer operate a public bug bounty or vulnerability reward program under which the model is in scope? ,"We will award this point for a publicly documented bug bounty or vulnerability reward program describing (i) in-scope vulnerabilities (e.g., prompt bypasses, data leaks), (ii) out-of-scope items, (iii) submission process, and (iv) reward tiers or recognition if applicable. We will award a point if the developer discloses it has no AI bug bounty that encourages external researchers to report security, privacy, or adversarial vulnerabilities in the model.",No information provided about an AI bug bounty.
Responsible disclosure policy,Does the developer clearly define a process by which external parties can disclose model vulnerabilities or flaws? ,"We will award this point for a description of the process external parties can use for responsbly disclosing model vulnerabilities and flaws, which should include (i) what mechanism external parties can use to disclose vulnerabilities or flaws (e.g., a form, an email) and (ii) what process follows a disclosure (e.g., how much time must parties wait until public release). This is often included with a bug bounty, but can also be standalone. We will award a point if the developer discloses it has no responsible disclosure policy.",No information provided about responsible disclosure.
Safe harbor,Does the developer disclose its policy for legal action against external evaluators conducting good-faith research? ,"We will award this point if the developer discloses whether it has a policy committing it to not pursue legal action against external evaluators conducting good-faith research. This should not be only for software security vulnerabilities, but also AI flaws, and it should be based on researcher conduct standards, not at the sole discretion of the company. We will award this point if the developer provides a clear description of its policy regarding such protections for external researchers, or lack thereof. ","3.5 You will not violate any applicable, nor interfere with, damage, or attack the Services, systems, networks, models, and other components that support the normal operation of the service. You will not engage in activities that endanger the security of the Services: (1) Engage in illegal activities involving network intrusion, such as: using unauthorized data or accessing unauthorized servers/accounts; forging TCP/IP packet names or partial names; attempting to probe, scan, or test vulnerabilities in the software system or network without permission."
Security incident reporting protocol,Are major security incidents involving the model disclosed? ,"A security incident reporting protocol provides post-deployment transparency about serious incidents or breaches. Security incidents refer to incidents where external security threats affect the model (e.g., data breaches or DDoS attacks on the service). We will award this point if the developer states (i) how to submit a security incident report, (ii) how quickly it will respond, and (iii) when and whether results are disclosed.

Every incident need not be reported publicly, but the developer must disclose a policy determining how incidents are reported and disclosed.","The ""report a vulnerability"" button at the bottom of the page opens a website to security@deepseek.com"
Misuse incident reporting protocol,Are misuse incidents involving the model disclosed? ,"A misuse incident reporting protocol provides post-deployment transparency about incidents of misuse involving the model. As opposed to the previous indicator, this indicator is about actors misusing the model to cause real-world harm, such as misinformation operations or cybersecurity attacks. We will award this point if the developer states (i) how to submit a misuse incident report, (ii) how quickly it will respond, and (iii) when and whether results are disclosed.

Every incident need not be reported publicly, but there needs to be a policy governing how incidents are reported.","The ""report a vulnerability"" button at the bottom of the page opens a website to security@deepseek.com"
Post-deployment coordination with government,Does the developer coordinate evaluation with government bodies?,"We will award this point if the developer specifies which government bodies it is coordinating with and for what types of post-deployment evaluations. Government bodies include AI Safety Institutes, national security agencies, national labs, and international governmental enties such as UN agencies or the G7. Evaluation here may also include sharing of the developer's proprietary evaluation results for help with interpretation. ",No information provided on coordination of post-deployment evaluation with government bodies.
