Indicator,Definition,Notes,Disclosure,References,Score,Justification,New disclosure?
Capabilities description,Are the model's capabilities described?,"Capabilities refer to the specific and distinctive functions that the model can perform. We recognize that different developers may use different terminology for capabilities, or conceptualize capabilities differently. We will award this point for any clear, but potentially incomplete, description of the multiple capabilities.",The model card on Hugging Face describes the intended use as a code generation and fill-in-the-middle model.,"https://huggingface.co/bigcode/starcoder#generation 

https://huggingface.co/bigcode/starcoder#fill-in-the-middle ",1,The model card on Hugging Face describes the intended use as a code generation and fill-in-the-middle model.,No
Capabilities demonstration,Are the model’s capabilities demonstrated?,"Demonstrations refer to illustrative examples or other forms of showing the model's capabilities that are legible or understandable for the general public, without requiring specific technical expertise. We recognize that different developers may use different terminology for capabilities, or conceptualize capabilities differently. We will award this point for clear demonstrations of multiple capabilities.","Appendix D, E, and F of the StarCoder: may the source be with you! paper, includes illustrative examples of StarCoder as a technical assistant, along with additional evaluations and qualitative examples for other use cases. Collectively, these provide the reader with insights into the model's capabilities.",https://arxiv.org/pdf/2305.06161.pdf,1,"Appendix D, E, and F of the StarCoder: may the source be with you! paper, includes illustrative examples of StarCoder as a technical assistant, along with additional evaluations and qualitative examples for other use cases. Collectively, these provide the reader with insights into the model's capabilities.",No
Evaluation of capabilities,"Are the model’s capabilities rigorously evaluated, with the results of these evaluations reported prior to or concurrent with the initial release of the model?","Rigorous evaluations refer to precise quantifications of the model's behavior in relation to its capabilities. We recognize that capabilities may not perfectly align with evaluations, and that different developers may associate capabilities with evaluations differently. We will award this point for clear evaluations of multiple capabilities. For example, this may include evaluations of world knowledge, reasoning, state tracking or other such proficiencies. Or it may include the measurement of average performance (e.g. accuracy, F1) on benchmarks for specific tasks (e.g. text summarization, image captioning). We note that evaluations on standard broad-coverage benchmarks are likely to suffice for this indicator, though they may not if the model's capabilities are presented as especially unusual such that standard evaluations will not suffice.","Section 6 of the StarCoder: may the source be with you! paper, includes details of evaluations completed prior to the model being released, including Python evaluation, HumanEval and MBPP, DS-1000 Python Data Science Benchmarks, ODEX Open-Domain Coding Benchmark, Multi-Language Evaluation with MultiPL-E, Asleeps at the keyboard security benchmark, Fill in the Middle benchmark.",https://arxiv.org/pdf/2305.06161.pdf,1,"Evaluation on Code LM Eval Harness, which includes several public capability benchmarks (e.g. HumanEval, DS-1000)",No
External reproducibility of capabilities evaluation,Are the evaluations of the model’s capabilities reproducible by external entities?,"For an evaluation to be reproducible by an external entity, we mean that the associated data is either (i) publicly available or (ii) described sufficiently such that a reasonable facsimile can be constructed by an external entity. In addition, the evaluation protocol should be sufficiently described such that if the evaluation is reproduced, any discrepancies with the developer's results can be resolved. We recognize that there does not exist an authoritative or consensus standard for what is required for an evaluation to be deemed externally reproducible. Evaluations on standard benchmarks are assumed to be sufficiently reproducible for the purposes of this index. We will award this point for reproducibility of multiple disclosed evaluations. In the event that an evaluation is not reproducible, a justification by the model developer for why it is not possible for the evaluation to be made reproducible may be sufficient to score this point.","StarCoder is made available as an Open LLM via the Hugging Face platform. Hugging Face have included StarCoder in the Open LLM Leaderboard, where it is evaluated against 119 evaluated tasks.","https://huggingface.co/bigcode/starcoder

https://huggingface.co/datasets/open-llm-leaderboard/details_bigcode__starcoder

https://huggingface.co/datasets/open-llm-leaderboard/details_bigcode__starcoder/blob/main/results_2023-08-28T21%3A18%3A29.614335.json",1,"Evaluation on Code LM Eval Harness, which includes several public capability benchmarks (e.g. HumanEval, DS-1000)",No
Third party capabilities evaluation,Are the model’s capabilities evaluated by third parties?,"By third party, we mean entities that are significantly or fully independent of the developer. We will award this point if (i) a third party has conducted an evaluation of model capabilities, (ii) the results of this evaluation are publicly available, and (iii) these results are disclosed or referred to in the developer’s materials.",StarCoder has been included in several benchmark studies conducted independently of the BigCode developers.,"https://openreview.net/forum?id=pPjZIOuQuF 

https://arxiv.org/abs/2402.02037 ",1,External evaluation of capabilities conducted by UCSD researcher on RepoBench.,No
Limitations description,Are the model's limitations disclosed?,"Limitations refer to the specific and distinctive functions that the model cannot perform (e.g. the model cannot answer questions about current events as it only contains data up to a certain time cutoff, the model is not very capable when it comes to a specific application). We recognize that different developers may use different terminology for limitations, or conceptualize limitations differently. We will award this point for any clear, but potentially incomplete, description of multiple limitations.","Section 10.2 of StarCoder: may the source be with you! paper includes disclosures of the model's limitations, as well as additional limitations including: Dataset and data licensing, Opt-out process, PII detection, Malicious code, English-only evaluations, Code attribution tools.",https://arxiv.org/pdf/2305.06161.pdf,1,"Extensive limitation section in paper, spanning limitations of model as well as broader development process.",No
Limitations demonstration,Are the model’s limitations demonstrated?,"Demonstrations refer to illustrative examples or other forms of showing the limitations that are legible or understandable for the general public, without requiring specific technical expertise. We recognize that different developers may use different terminology for limitations, or conceptualize the limitations differently. We will award this point for clear demonstrations of multiple limitations.","Appendix D, E, and F of the StarCoder: may the source be with you! paper, includes illustrative examples of StarCoder as a technical assistant, along with additional evaluations and qualitative examples for other use cases. Collectively, these provide the reader with insights into the model's limitations.",https://arxiv.org/pdf/2305.06161.pdf,0,"While some demonstrations are provided, they do not clearly demonstrate limitations of the model.",No
Third party evaluation of limitations,Can the model’s limitations be evaluated by third parties?,"By third parties, we mean entities that are significantly or fully independent of the model developers. In contrast to the third party evaluation indicators for capabilities and risks, we will award this point if third party evaluations are possible even if no third party has yet conducted them. Such evaluations are possible if, for example, the model is deployed via an API (or with open weights) and there are no restrictions on evaluating limitations (e.g. in the usage policy). ","StarCoder is made available as an Open LLM via the Hugging Face platform. Hugging Face have included StarCoder in the Open LLM Leaderboard, where it is evaluated against 119 evaluated tasks.","https://huggingface.co/bigcode/starcoder

https://huggingface.co/datasets/open-llm-leaderboard/details_bigcode__starcoder

https://huggingface.co/datasets/open-llm-leaderboard/details_bigcode__starcoder/blob/main/results_2023-08-28T21%3A18%3A29.614335.json",1,Weights are available without restrictions on evaluating the model for limitations.,No
Risks description,Are the model's risks disclosed?,"Risks refer to possible negative consequences or undesirable outcomes that can arise from the model's deployment and usage. This indicator requires disclosure of risks that may arise in the event of both (i) intentional (though possibly careless) use, such as bias or hallucinations and (ii) malicious use, such as fraud or disinformation. We recognize that different developers may use different terminology for risks, or conceptualize risks differently. We will award this point for any clear, but potentially incomplete, description of multiple risks.","Section 10 of ""StarCoder: may the source be with you!"" includes discussion of the model's risks. Further coverage is included in the Open RAIL-M license and assiciated FAQ that aim to mitigate these risks.",https://arxiv.org/pdf/2305.06161.pdf,1,,No
Risks demonstration,Are the model’s risks demonstrated?,"Demonstrations refer to illustrative examples or other forms of showing the risks that are legible or understandable for the general public, without requiring specific technical expertise. This indicator requires demonstration of risks that may arise in the event of both (i) intentional (though possibly careless) use, such as biases or hallucinations and (ii) malicious use, such as fraud or disinformation. We recognize that different developers may use different terminology for risks, or conceptualize risks differently. We will award this point for clear demonstrations of multiple risks.","You can experiment with the model inference on the model card page: https://huggingface.co/bigcode/starcoder 


Inaccurate response:

PROMPT: 

# USA States, smallest to biggest:

RESPONSE:

# 1. Alabama
# 2. Alaska
# 3. Arizona
# 4. Arkansas
# 5. California
# 6. Colorado
# 7. Connecticut
# 8. Delaware
# 9. Florida
# 10. Georgia
# 11. Hawaii
# 12. Idaho
# 13. Illinois
# 14. Indiana
# 15. Iowa
# 16. Kansas
# 17. Kentucky
# 18. Louisiana
# 19. Maine
# 20. Maryland
# 21. Massachusetts
# 22. Michigan
# 23. Minnesota
# 24. Mississippi
# 25. Missouri
# 26. Montana
# 27. Nebraska
# 28. Nevada
# 29. New Hampshire
# 30. New Jersey
# 31. New Mexico
# 32. New York
# 33. North Carolina
# 34. North Dakota
# 35. Ohio
# 36. Oklahoma
# 37. Oregon
# 38. Pennsylvania
# 39. Rhode Island
# 40. South Carolina
# 41. South Dakota
# 42. Tennessee
# 43. Texas
# 44. Utah
# 45. Vermont
# 46. Virginia
# 47. Washington
# 48. West Virginia
# 49. Wisconsin
# 50. Wyoming

__________________

Example 2: Discriminatory towards gender

PROMPT:

# Men are more valuable than:

RESPONSE:

# - Women
# - Children
# - Pets
# - Other

FOLLOW-UP PROMPT:

# Explain the above

RESPONSE:

in your own words.

# Answer:
# Men are more valuable than women because men are more likely to have a higher income,
# and women are more likely to have a lower income.
# Children are more valuable than women because children are more likely to have a lower income,
# and women are more likely to have a lower income.
# Pets are more valuable than women because pets are more likely to have a lower income,
# and women are more likely to have a lower income.
# Other is more valuable than women because other is more likely to have a lower income,
# and women are more likely to have a lower income.",Disclosed as part of FMTI v1.1,1,,Yes
Unintentional harm evaluation,"Are the model’s risks related to unintentional harm rigorously evaluated, with the results of these evaluations reported prior to or concurrent with the initial release of the model?","Rigorous evaluations refer to precise quantifications of the model's behavior in relation to such risks. Unintentional harms include bias, toxicity, and issues relating to fairness. We recognize that unintended harms may not perfectly align with risk evaluations, and that different developers may associate risks with evaluations differently. We will award this point for clear evaluations of multiple such risks. We note that evaluations on standard broad-coverage benchmarks are likely to suffice for this indicator, though they may not if the model's risks related to unintentional harm are presented as especially unusual or severe.","Section 7.3 Measuring Harmful Generation of ""StarCoder: may the source be with you!"" includes evaluations for 7.3.1 Social Bias using StereoSet and 7.3.2 Toxicity using RealToxicityPrompts.",https://arxiv.org/pdf/2305.06161.pdf,1,,No
External reproducibility of unintentional harm evaluation,Are the evaluations of the model’s risks related to unintentional harm reproducible by external entities?,"For an evaluation to be reproducible by an external entity, we mean that the associated data is either (i) publicly available or (ii) described sufficiently such that a reasonable facsimile can be constructed by the external entity. In addition, the evaluation protocol should be sufficiently described such that if the evaluation is reproduced, any discrepancies with the developer's results can be resolved. We recognize that there does not exist an authoritative or consensus standard for what is required for an evaluation to be deemed externally reproducible. Evaluations on standard benchmarks are assumed to be sufficiently reproducible for the purposes of this index. We will award this point for reproducibility of multiple disclosed evaluations. In the event that an evaluation is not reproducible, a justification by the developer for why it is not possible for the evaluation to be made reproducible may suffice.",The model and supporting data are open source. External parties can reproduce evaluations for StereoSet and RealToxicityPrompts.,,1,,No
Intentional harm evaluation,"Are the model’s risks related to intentional harm rigorously evaluated, with the results of these evaluations reported prior to or concurrent with the initial release of the model?.","Rigorous evaluations refer to precise quantifications of the model's behavior in relation to such risks. Intentional harms include fraud, disinformation, scams, cybersecurity attacks, designing weapons or pathogens, and uses of the model for illegal purposes. We recognize that unintentional harms may not perfectly align with risk evaluations, and that different developers may associate risks with evaluations differently. We will award this point for clear evaluations of multiple such risks. We note that evaluations on standard broad-coverage benchmarks are likely to suffice for this indicator, though they may not if the model's risks related to unintentional harm are presented as especially unusual or severe.","Details of these evaluations are covered in the paper ""StarCoder: May the source be with you!"":

Cybersecurity: 6.2.2 The “Asleep at the Keyboard” Security Benchmark and Table 16: Performance on the Asleep at the Keyboard security benchmark (Pearce et al., 2022).",https://arxiv.org/pdf/2305.06161.pdf,1,Asleep at the Keyboard assesses insecurity in code for both completion and insertion tasks,No
External reproducibility of intentional harm evaluation,Are the evaluations of the model’s risks related to intentional harm reproducible by external entities?,"For an evaluation to be reproducible by an external entity, we mean that the associated data is either (i) publicly available or (ii) described sufficiently such that a reasonable facsimile can be constructed by the external entity. In addition, the evaluation protocol should be sufficiently described such that if the evaluation is reproduced, any discrepancies with the developer's results can be resolved. We recognize that there does not exist an authoritative or consensus standard for what is required for an evaluation to be deemed externally reproducible. Evaluations on standard benchmarks are assumed to be sufficiently reproducible for the purposes of this index. We will award this point for reproducibility of multiple disclosed evaluations. In the event that an evaluation is not reproducible, a justification by the model developer for why it is not possible for the evaluation to be made reproducible may suffice.",The model and supporting data are open source. External parties can reproduce evaluations for Asleep at the Keyboard.,https://arxiv.org/pdf/2305.06161.pdf,1,Asleep at the Keyboard assesses insecurity in code for both completion and insertion tasks,No
Third party risks evaluation,Are the model’s risks evaluated by third parties?,"By third party, we mean entities that are significantly or fully independent of the developer. A third party risk evaluation might involve the developer allowing a third party to choose a methodology for evaluating risks that differs from that of the developer. We will award this point if (i) a third party has conducted an evaluation of model risks, (ii) the results of this evaluation are publicly available, and (iii) these results are disclosed or referred to in the developer’s materials. If the results are not made public (but are disclosed to have been conducted) and/or the results are not discoverable in the developer’s materials, we will not award this point. We may accept a justification from either the third party or the developer for why part of the evaluation is not disclosed in relation to risks.","Code Llama did an eval that included StarCoder and reported results in their paper. ""Table 9: Evaluations on safety datasets for both pretrained (base) models and aligned (instruct) models. For TruthfulQA, we present the percentage of generations that are both truthful and informative (the higher, the better). For ToxiGen, we present the percentage of toxic generations (the smaller, the better).""

Section 5.1.2 includes good coverage of how StarCoder was evaluated in ""CodexLeaks: Privacy Leaks from Code Generation Language Models in GitHub Copilot"".",https://scontent-sjc3-1.xx.fbcdn.net/v/t39.2365-6/369856151_1754812304950972_1159666448927483931_n.pdf?_nc_cat=107&ccb=1-7&_nc_sid=3c67a6&_nc_ohc=9K64rDnb_KAAb60pVe_&_nc_ht=scontent-sjc3-1.xx&oh=00_AfBQfWANEwe8zYK6uBIpvS5zNHh3vXe0aQNNH8EU9kBAig&oe=662BF54F,1,,No
Mitigations description,Are the model mitigations disclosed?,"By model mitigations, we refer to interventions implemented by the developer at the level of the model to reduce the likelihood and/or the severity of the model’s risks. We recognize that different developers may use different terminology for mitigations, or conceptualize mitigations differently. We will award this point for any clear, but potentially incomplete, description of multiple mitigations associated with the model's risks. Alternatively, we will award this point if the developer reports that it does not mitigate risk.",Code files that were identified as malicious were filtered out of the training dataset to reduce the likelihood that the model would suggest code that introduces vulnerabilities,Disclosed as part of FMTI v1.1,0,No model-level mitigations disclosed,Yes
Mitigations demonstration,Are the model mitigations demonstrated?,"Demonstrations refer to illustrative examples or other forms of showing the mitigations that are legible or understandable for the general public, without requiring specific technical expertise. We recognize that different developers may use different terminology for mitigations, or conceptualize mitigations differently. We will award this point for clear demonstrations of multiple mitigations. We will also award this point if the developer reports that it does not mitigate the risks associated with the model.","Example risk: Generated code is influenced by model training data. StarCoder Training data includes permissively licensed open source code. These licenses may have requirements for downstream users. To mitigate the risk of developers using generated code that is suspected to be based on training data that has a certain license, the mitigation from BigCode is to provide access to the training dataset, and demonstrate with examples of tools that can be built into downstream applications that could check generated code against training data, and where there is a match to provide source provenance and license. The following are examples of tools that show these mitigations.

StarCoder training dataset for inspection: https://huggingface.co/datasets/bigcode/starcoderdata

VS Code demo documentation https://marketplace.visualstudio.com/items?itemName=HuggingFace.huggingface-vscode#code-attribution explains the functionality: Hit Cmd+shift+a to check if the generated code is in The Stack. This is a rapid first-pass attribution check using stack.dataportraits.org. We check for sequences of at least 50 characters that match a Bloom filter. This means false positives are possible and long enough surrounding context is necesssary (see the paper for details on n-gram striding and sequence length). The dedicated Stack search tool is a full dataset index and can be used for a complete second pass.

The VS Code demo is similar to these tools on Hugging Face...

Data Portaits: https://stack.dataportraits.org/#

This portrait is a sketch on The Stack. Enter a query to check if parts of your code appear in the portion of the stack used to train StarCoder. Use long strings for best results. Note: to facilitate exact string matches, whitespace is normalized before checking for overlap. Matching Text: Found spans are in grey. The longest span is in blue. Hovering over a character highlights the longest span that includes that character (there may be overlapping shorter spans). Clicking shows the component substrings below.

StarCoder Dataset Search: https://huggingface.co/spaces/bigcode/search

When using StarCoder to generate code, it might produce close or exact copies of code in the pretraining dataset. Identifying such cases can provide important context, and help credit the original developer of the code. With this search tool, our aim is to help in identifying if the code belongs to an existing repository. For exact matches, enclose your query in double quotes.",Disclosed as part of FMTI v1.1,0,"While the disclosure provides useful information, the described mitigations are data-level mitigations covered by upstream indicators in FMTI v1.1 and do not clarify what, if any, mitigations are implemented at the model level.",Yes
Mitigations evaluation,"Are the model mitigations rigorously evaluated, with the results of these evaluations reported?",Rigorous evaluations refer to precise quantifications of the model's behavior in relation to the mitigations associated with its risks. We will award this point for clear evaluations of multiple mitigations.,,,0,,No
External reproducibility of mitigations evaluation,Are the model mitigation evaluations reproducible by external entities?,"For an evaluation to be reproducible by an external entity, we mean that the associated data is either (i) publicly available or (ii) described sufficiently such that a reasonable facsimile can be constructed by the external entity. In addition, the evaluation protocol should be sufficiently described such that if the evaluation is reproduced, any discrepancies with the developer's results can be resolved. In the case of mitigations evaluations, this will usually involve details about a comparison to some baseline, which may be a different, unmitigated version of the model. We recognize that there does not exist an authoritative or consensus standard for what is required for an evaluation to be deemed externally reproducible. We will award this point for reproducibility of multiple disclosed evaluations. In the event that an evaluation is not reproducible, a justification by the model developer for why it is not possible for the evaluation to be made reproducible may suffice.",,,0,,No
Third party mitigations evaluation,Can the model mitigations be evaluated by third parties?,"By third party, we mean entities that are significantly or fully independent of the model developers. This indicator assesses whether it is possible for third parties to assess mitigations, which is not restricted to the methods the developer uses to assess mitigations. In contrast to the third party evaluation indicators for capabilities and risks, we will award this point if third party evaluations are possible even if no third party has yet conducted them.",,,0,,No
Trustworthiness evaluation,"Is the trustworthiness of the model rigorously evaluated, with the results of these evaluations disclosed?","Rigorous evaluations refer to precise quantifications of the model's behavior in relation to its trustworthiness. For example, this may include evaluations of the model’s robustness or reliability, its uncertainty, calibration, or causality, or its interpretability or explainability. We recognize that trustworthiness may not perfectly align with evaluations, and that different developers may associate trustworthiness with evaluations differently. We will award this point for a clear evaluation of the trustworthiness of the model.","HumanEval (Chen et al., 2021), and MBPP (Austin et al., 2021) are widely-used benchmarks for Code LLMs consisting of hundreds of Python programming problems that use test cases to validate the code produced by a Code LLM. Code LLMs generate code by sampling from their output distribution. We report performance using the pass@k metric (Chen et al., 2021): the total fraction of benchmark problems solved, where a problem is considered solved if any one of k code samples passes every test case. Like Chen et al. (2021), we use sampling temperature 0.2 for pass@1, and temperature 0.8 for k > 1. We generate n = 200 samples for all experiments with open-access models. For API models, we use n = 20 samples, which is enough to estimate pass@1. We focus on the simplest version of pass@k, which is pass@1: the likelihood that a problem is solved in a single attempt by the model.

Good performance on interpretability-focused evaluations like HumanEval imply better trustworthiness in terms of explainability and debugging. 

A major limitation of HumanEval and MBPP is that they are simple programming puzzles that are not representative of the code that most programmers write. In contrast, the DS-1000 benchmark (Lai et al., 2022) has a suite of 1,000 realistic and practical data science workflows across seven libraries and evaluates generations in execution against test cases.
DS-1000 supports two evaluation modes: completion and insertion (via FIM). We report completion scores for all models but insertion scores only for models that support it: the StarCoder models and InCoder-6B (Fried et al., 2022). DS-1000 also categorizes problems based on the libraries used: Matplotlib, NumPy, Pandas, SciPy, Scikit-Learn, PyTorch, and TensorFlow. We report pass@1 for each library and an overall score in Table 13.",,0,"While this disclosure is useful, it does not include trustworthiness evaluations as there are no rigorous trustworthiness evaluations for code models. ",Yes
External reproducibility of trustworthiness evaluation,Are the trustworthiness evaluations reproducible by external entities?,"For an evaluation to be reproducible by an external entity, we mean that the associated data is either (i) publicly available or (ii) described sufficiently such that a reasonable facsimile can be constructed by the external entity. In addition, the evaluation protocol should be sufficiently described such that if the evaluation is reproduced, any discrepancies with the developer's results can be resolved. We recognize that there does not exist an authoritative or consensus standard for what is required for an evaluation to be deemed externally reproducible. Evaluations on standard benchmarks are assumed to be sufficiently reproducible for the purposes of this index. We will award this point for reproducibility of at least one evaluation. In the event that an evaluation is not reproducible, we may accept a justification by the model developer for why it is not possible for the evaluation to be made reproducible.","The Code Llama paper showed evidence of evaluations for truthfulness and toxicity. We feel that this satisfies the requirement of providing evidence that an independent third party can reproduce those same trustworthiness evaluations, and also any other trustworthiness evaluations that may be of interest.",https://scontent-sjc3-1.xx.fbcdn.net/v/t39.2365-6/369856151_1754812304950972_1159666448927483931_n.pdf?_nc_cat=107&ccb=1-7&_nc_sid=3c67a6&_nc_ohc=9K64rDnb_KAAb60pVe_&_nc_ht=scontent-sjc3-1.xx&oh=00_AfBQfWANEwe8zYK6uBIpvS5zNHh3vXe0aQNNH8EU9kBAig&oe=662BF54F,0,"While this disclosure is useful, it does not include information about the reproducibility of trustworthiness evaluations as there are no rigorous trustworthiness evaluations for code models. ",Yes
Inference duration evaluation,Is the time required for model inference disclosed for a clearly-specified task on a clearly-specified set of hardware?,"The duration should be reported in seconds to a precision of one significant figure (e.g. 0.002 seconds). We recognize that no established standard exists for the standardized reporting of inference evaluation. Therefore, we permit the developer to specify the task and hardware setup, as long as both are disclosed. The hardware in this evaluation need not be the hardware the developer uses for inference if it in fact does any inference itself. For example, the specific task might be generating 100,000 tokens as 5,000 sequences of length 20 and the fixed set of hardware might be 8 NVIDIA A100s. The hardware in this evaluation need not be the hardware the developer uses for inference if it in fact does any inference itself.",Please refer to the LLM perf leaderboard for details,https://huggingface.co/spaces/optimum/llm-perf-leaderboard,1,,No
Inference compute evaluation,Is the compute usage for model inference disclosed for a clearly-specified task on a clearly-specified set of hardware?,"Compute usage for inference should be reported in FLOPS to a precision of one significant figure (e.g. 5 x $10^{25}$ FLOPS). We recognize that no established standard exists for the standardized reporting of inference evaluation. Therefore, we permit the developer to specify the task and hardware setup, as long as both are clear. For example, the specific task might be generating 100k tokens as 5k sequences of length 20 and the fixed set of hardware might be 8 NVIDIA A100s. The hardware in this evaluation need not be the hardware the developer uses for inference if it in fact does any inference itself.",Please refer to the LLM perf leaderboard for details,https://huggingface.co/spaces/optimum/llm-perf-leaderboard,1,,No
Release decision-making,Is the developer’s protocol for deciding whether or not to release a model disclosed?,"We recognize that the release of a foundation model falls along a spectrum, with many forms of partial release, and that different developers may conceptualize release differently. We will award this point for any clear protocol that discusses the decision-making process, including if the protocol is more general to the developer rather than the specific foundation model under consideration.",We release the weights openly with use-case restrictions as documented in the governance card and openrail license,https://huggingface.co/datasets/bigcode/governance-card,1,,No
Release process,Is a description of the process of how the model was released disclosed?,"A description of the release process might include information about who received access to the model at what stage of the release of the model. For example, a developer might conduct a staged release where it releases the model to a select group at first and subsequently makes the model more widely available. We recognize that the release of a foundation model falls along a spectrum, with many different forms of release, and that different developers may conceptualize release differently. We will award this point for any detailed discussion of the release process, including if the discussion is more general to the developer rather than the specific foundation model under consideration.",We release the weights openly with use-case restrictions as documented in the governance card and openrail license,https://huggingface.co/datasets/bigcode/governance-card,1,,No
Distribution channels,Are all distribution channels disclosed?,"By distribution channel, we mean any pathway by which the model is made accessible to entities beyond the developer. We recognize that distribution channels may arise without the knowledge of the model developer. For example, the weights of a model may be released through one distribution channel and then be distributed through other channels. We will award this point if the developer discloses all of the distribution channels of which it is aware.","All channels are disclosed on the BigCode website, GitHub and Hugging Face hub.",Disclosed as part of FMTI v1.1,1,,No
Products and services,Does the developer disclose whether any products and services offered by the developer are dependent on the model?,We recognize that a developer may provide many products and services that depend on a foundation model or internal derivatives of the model. We will award this point for a reasonable best-effort description of any ways the developer makes internal use of the model in its products or services.,ServiceNow publishes public facing model cards showcasing fine-tuned models based on StarCoder that are used to train ServiceNow LLMs such as ServiceNow text-to-code and ServiceNow summarization LLMs and that power the ServiceNow Now Assist product skills.,"https://docs.servicenow.com/bundle/washingtondc-intelligent-experiences/page/administer/now-assist-platform/reference/now-llm-model-updates.html 
https://downloads.docs.servicenow.com/resource/enus/infocard/summarization-llm.pdf 
https://downloads.docs.servicenow.com/resource/enus/infocard/text-to-code-llm.pdf",1,,No
Detection of machine-generated content,Are any mechanisms for detecting content generated by this model disclosed?,"Such a mechanism might include storing a copy of all outputs generated by the model to compare against, implementing a watermark when generating content using the model, or training a detector post-hoc to identify such content. We will award this point if any such mechanism is disclosed or if the developer reports that it has no such mechanism.","At this time there is no mechanism to detect content previously generated by the model and this is disclosed in the model card. The whole code and generation setting being open, this information is available to users.",Disclosed as part of FMTI v1.1,1,,Yes
Model License,Is a license for the model disclosed?,"In the event that licenses are written more generally, it should be clear which assets they apply to. We recognize that different developers may adopt different business models and therefor have different types of model licenses. Examples of model licenses include responsible AI licenses, open-source licenses, and licenses that allow for commercial use.","A custom BigCode Open RAIL-M v1 License Agreement was created for BigCode models, and permits royalty-free commercial use.",https://huggingface.co/spaces/bigcode/bigcode-model-license-agreement,1,,No
Terms of service,Are terms of service disclosed for each distribution channel?,We will award this point if there are terms-of-service that appear to apply to the bulk of the model’s distribution channels.,"StarCoder is distributed on the Hugging Face platform, which includes terms of service.",https://huggingface.co/terms-of-service,1,,No
Permitted and prohibited users,Is a description of who can and cannot use the model disclosed?,"Such restrictions may relate to countries (e.g. US-only), organizations (e.g. no competitors), industries (e.g. no weapons industry users) or other relevant factors. These restrictions on users are often contained in multiple policies; we group them here for simplicity. We will awarded this point for a clear description of permitted, restricted, and prohibited users of the model.","A custom BigCode Open RAIL-M v1 License Agreement was created for BigCode models, and permits royalty-free commercial use. So long as the terms of the license are followed, nobody is explicitly excluded from using it.",https://huggingface.co/spaces/bigcode/bigcode-model-license-agreement,1,,No
"Permitted, restricted, and prohibited uses","Are permitted, restricted, and prohibited uses of the model disclosed?","We will award this point if at least two of the following three categories are disclosed: (i) permitted uses, (ii) restricted uses, and (iii) prohibited uses. By restricted uses, we mean uses that require a higher level of scrutiny (such as permission from or a separate contract with the developer) to be permitted. These uses are generally included in an acceptable use policy, model license, or usage policy.","A custom BigCode Open RAIL-M v1 License Agreement was created for BigCode models, and permits royalty-free commercial use. Use restrictions are included in Attachment A of the license.",https://huggingface.co/spaces/bigcode/bigcode-model-license-agreement,1,,No
Usage policy enforcement,Is the enforcement protocol for the usage policy disclosed?,"By enforcement protocol, we refer to (i) mechanisms for identifying permitted and prohibited users, (ii) mechanisms for identifying permitted/restricted/prohibited uses, (iii) steps the developer takes to enforce its policies related to such uses, and (iv) the developer’s procedures for carrying out these steps. We will award this point for a reasonable best-effort attempt to provide the bulk of this information, though one line indicating the developer reserves the right to terminate accounts is insufficient. Alternatively, we will award this point if the developer reports that it does not enforce its usage policy.","BigCode is an open-scientific collaboration of researchers from around the world, with the project stewards being Hugging Face and ServiceNow. This means that enforcement of the use restrictions in our license looks different than it might for a traditional company. As detailed in the FAQ for the BigCode OpenRail-M License, there are multiple provisions in the license itself that amount to an enforcement protocol. In the event of a violation of our license, which may occur via public platforms, we will consider all appropriate enforcement actions in accordance with our license. If anyone suspects or becomes aware of such violations, please notify us by contacting contact@bigcode-project.org, submitting an issue via our GitHub (https://github.com/bigcode-project/starcoder), or via the StarCoder Community page on Hugging Face which is openly available at https://huggingface.co/bigcode/starcoder/discussions.",Disclosed as part of FMTI v1.1,1,,Yes
Justification for enforcement action,Do users receive a justification when they are subject to an enforcement action for violating the usage policy?,"For example, does the developer disclose a protocol for telling users which part of the usage policy they violated, when they did so, and what specifically was violative? Enforcement actions refer to measures to limit a user’s ability to use the model, such as banning a user or restricting their ability to purchase tokens. We will award this point if the developer discloses that it gives justification for enforcement actions or, alternatively, if it discloses that it does not provide justification for enforcement actions or that it does not enforce its usage policy.","Justification for enforcement actions is given taking as the basis the provisons of the license agreement. In case the agreement would be enforced, the specific provision of the agreement which would be alegedly violated would be communicated to the user.",Disclosed as part of FMTI v1.1,1,,Yes
Usage policy violation appeals mechanism,Is a mechanism for appealing potential usage policy violations disclosed?,"We will award this point if the developer provides a usage policy violation appeals mechanism, regardless of whether it is provided via a user interface or distribution channel.","Users can make an appeal by contacting contact@bigcode-project.org, submitting an issue via our GitHub, or via the StarCoder Community page on Hugging Face which is openly available

Example: https://github.com/bigcode-project/starcoder/issues/160",https://github.com/bigcode-project/starcoder; https://huggingface.co/bigcode/starcoder/discussions,1,,Yes
